Player,Nation,Pos,Squad,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,League,Year
G. Adriko,People's Land of Maneau,FW,Horrible Grizzlies,17,2001,0.23,-0.08,4.92,-0.04,0.04,4.44,-0.07,-0.08,,31.38,-0.07,0.02,-0.05,-0.06,-0.08,-0.07,0.07,-0.08,A,2020
N. Nantege,People's Land of Maneau,FW,Horrible Grizzlies,18,2000,9.59,0.13,2.24,0.39,18.11,2.24,0.34,0.11,0.15,17.4,0.08,-0.04,-0.06,0.23,0.09,0.17,-0.15,-0.12,A,2020
Z. Makore,People's Land of Maneau,FW,Horrible Grizzlies,21,1997,24.64,0.62,3.59,1.52,39.83,3.5,1.4,0.24,0.48,11.05,0.09,0.08,-0.03,0.64,0.63,0.18,0.13,0.04,A,2020
D. Kayira,Slandsganiamayotteque,FW,Horrible Grizzlies,20,1998,19.08,0.5,3.35,1.41,40.27,3.29,1.33,0.22,0.4,13.24,-0.05,0,-0.04,0.41,0.48,0.2,-0.03,-0.05,A,2020
X. Nakanwagi,Southern Ristan,FW,Horrible Grizzlies,25,1993,2.69,0.31,5.62,0.75,13.33,5.59,0.7,0.14,0.51,13.01,-0.04,0.04,-0.01,0.88,0.88,0.16,-0.4,-0.44,A,2020
R. Wanyama,Imaar Vircoand,GK,Horrible Grizzlies,37,1981,5,0.08,0.02,0.05,,0.08,0.05,,,,0.02,-0.01,-0.08,0.05,-0.06,,-0.04,0.04,A,2020
J. Nkrumah,Nganion,GK,Horrible Grizzlies,24,1994,33.04,0,0.09,-0.07,,0.04,0.1,,,,0.06,-0.01,0.03,0.02,0.08,,-0.06,0.05,A,2020
M. Matsumoto,Dosqaly,MF,Horrible Grizzlies,28,1991,19.12,0.22,0.87,0.25,33.4,0.94,0.36,0.07,0.51,19.89,0.09,-0.01,0.01,0.16,0.11,0.01,0,0.09,A,2020
C. Nyesiga,Manlisgamncent,MF,Horrible Grizzlies,25,1994,22.99,0.14,0.83,0.28,23.8,0.87,0.2,0.09,0.21,19.22,-0.03,-0.04,-0.01,0.12,-0.03,0.11,-0.05,0.01,A,2020
Y. Diallo,Ngoque Blicri,MF,Horrible Grizzlies,18,2001,2.17,0.1,0.44,0.03,-0.01,0.53,0.05,0.04,,23.98,-0.07,-0.06,0.06,-0.04,0.07,0.02,0.01,-0.02,A,2020
G. Baey,People's Land of Maneau,MF,Horrible Grizzlies,25,1993,12.31,0.11,3.19,1.06,30.04,3.23,1.02,0.02,0,21.9,0.41,-0.06,0.01,0.2,0.1,0.13,-0.13,-0.11,A,2020
I. Makavan,Sobianitedrucy,MF,Horrible Grizzlies,27,1991,26.4,0.24,0.32,0.04,10.01,0.37,0.13,0.07,1.01,24.03,0.07,0.21,0.18,0.08,0.07,0.18,0.06,-0.06,A,2020
J. Wan,People's Land of Maneau,MFFW,Horrible Grizzlies,23,1996,2.33,-0.03,1.83,0.02,0.01,1.63,0.01,0.08,,9.07,0.07,0.01,0.03,0.19,0.32,0.04,-0.32,-0.28,A,2020
O. Nampeera,People's Land of Maneau,MFFW,Horrible Grizzlies,20,1999,31.98,0.31,2.4,0.99,37.29,2.45,0.92,0,0.25,20.38,0.34,0.08,0.07,0.33,0.14,0.01,-0.07,-0.01,A,2020
B. Longoli,Djipines,DF,Horrible Storm,30,1989,12.11,-0.04,0.33,-0.04,0.01,0.32,-0.04,0.03,,15.08,-0.09,0.08,0.05,-0.02,0.11,0.16,0.03,-0.07,A,2020
F. Shkreli,Dosqaly,DF,Horrible Storm,24,1994,22.61,0.08,0.31,0.19,37.43,0.28,0.16,-0.05,0.03,22.13,-0.06,0.09,-0.05,0.04,0.02,0.1,0.07,-0.1,A,2020
A. Tay,Frenchdo Stanser,DF,Horrible Storm,31,1987,11.55,0.02,0.48,0.16,19.91,0.4,0.18,0.17,0.96,11.18,0.03,-0.07,-0.02,0.11,0.04,0.12,0.1,0.09,A,2020
B. Stewart,People's Land of Maneau,DF,Horrible Storm,23,1995,25.56,0.14,0.32,0.15,57.1,0.24,0.12,0.08,0.16,16.41,-0.05,-0.05,-0.05,0.03,0.08,0.14,0.12,-0.05,A,2020
H. Steiner,People's Land of Maneau,DF,Horrible Storm,21,1997,22.74,0.08,0.44,0.2,36.45,0.55,0.23,-0.01,0.3,11.73,-0.02,0.08,0.01,0,0.13,0.17,-0.06,0.03,A,2020
K. Mirkovi?,People's Land of Maneau,DF,Horrible Storm,26,1993,32.11,0,0.31,0.11,44.47,0.27,0.08,0.18,0.43,9.09,0.04,-0.09,0.08,0.07,0.02,0.16,0.08,-0.07,A,2020
Y. Aidoo,People's Land of Maneau,DF,Horrible Storm,24,1995,17.23,0.09,1.17,0.07,15.03,1.12,0.16,0.14,0.41,7.47,0.02,0.03,0.04,0.12,0.21,0.06,-0.03,-0.14,A,2020
C. Nyaketcho,Southern Ristan,DF,Horrible Storm,24,1994,16.08,0.12,0.38,-0.02,14.38,0.36,0.06,0.05,1.03,6.18,0.09,-0.09,-0.02,0.08,0.02,0.2,0.05,0.01,A,2020
Q. Mbambu,Lefghau,FW,Horrible Storm,22,1996,19.89,0.3,1.68,0.87,48.52,1.85,0.94,0.17,0.27,11.99,-0.02,0.09,0.05,0.24,0.18,0.16,-0.1,0.03,A,2020
K. Muhumuza,People's Land of Maneau,FW,Horrible Storm,21,1998,6.08,0.06,2.66,0.85,31.23,2.71,0.85,-0.05,-0.04,9.37,-0.02,0.05,-0.03,0.38,0.34,0.18,-0.27,-0.32,A,2020
M. Adoch,United Provinces of Somoe,FW,Horrible Storm,26,1992,10.58,0.18,1.71,0.33,17.68,1.62,0.28,0.13,0.25,10.08,0.03,0.07,-0.02,0.25,0.18,0.15,-0.15,0,A,2020
H. Nsamba,Byasier Pujan,FWMF,Horrible Storm,24,1995,22.75,0.13,2.21,0.76,38.09,2.19,0.84,0.06,0.21,18.12,0.21,-0.01,0.01,0.21,0.31,0.04,-0.13,-0.2,A,2020
R. Dijkstra,Central Diasongo,FWMF,Horrible Storm,29,1989,1.21,-0.06,1.48,-0.1,-0.06,1.61,0,0,,19.68,-0.04,-0.07,-0.04,0.06,0.11,-0.02,-0.07,-0.15,A,2020
E. Estrada,Frenchdo Stanser,FWMF,Horrible Storm,24,1994,21.61,0.26,2.27,0.87,34.03,2.37,0.68,0.13,0.44,17.15,0.11,0.02,-0.03,0.22,0.1,0.07,0.17,0.03,A,2020
E. Amponsah,Nganion,FWMF,Horrible Storm,28,1991,3.61,-0.06,1.64,0.34,16.69,1.59,0.37,-0.02,-0.07,19.56,-0.02,-0.07,0.09,0.14,-0.02,0.05,-0.15,-0.09,A,2020
K. Namuwaya,People's Land of Maneau,FWMF,Horrible Storm,23,1995,35.93,0.32,2.11,0.7,30.56,2.06,0.54,0.09,0.27,18,0.06,0.09,0.03,0.17,0.14,0.08,-0.04,0.07,A,2020
C. Quartey,Slandsganiamayotteque,FWMF,Horrible Storm,18,2001,0.61,0.09,1.74,-0.02,-0.03,1.82,-0.02,-0.06,,21.47,-0.06,0.03,0.09,-0.04,0.01,0.02,-0.01,0.07,A,2020
J. Turyasingura,Nganion,GK,Horrible Storm,36,1982,12.03,-0.02,0.08,0.02,,-0.01,-0.04,,,,0.08,-0.04,0.04,0.1,-0.01,,0.06,-0.02,A,2020
K. Lin,People's Land of Maneau,GK,Horrible Storm,26,1992,0.05,-0.08,-0.09,0,,0.03,-0.03,,,,-0.08,0.05,0,0.04,-0.02,,0.01,-0.08,A,2020
S. Herrera,People's Land of Maneau,GK,Horrible Storm,33,1986,19.91,-0.02,0.05,-0.02,,0,0.02,,,,-0.08,0.06,0.05,0.04,-0.05,,0.08,0.08,A,2020
M. Alzahrani,Redohrainbri,GK,Horrible Storm,28,1990,6.07,-0.02,0.01,-0.07,,0.04,0.01,,,,-0.09,0.05,-0.09,0.08,0.07,,-0.05,0.04,A,2020
R. Akech,Eastern Covaki,MF,Horrible Storm,25,1994,20.31,-0.06,0.25,0.01,14.32,0.37,0.01,-0.01,0.05,28.15,-0.01,-0.08,-0.04,0.02,0,0.01,0.07,0.03,A,2020
L. Egger,Lefghau,MF,Horrible Storm,21,1998,29.06,0.04,1.32,0.42,30.79,1.36,0.37,0.02,0.35,23,0.14,0,0,-0.01,0.04,0.13,0.04,-0.05,A,2020
Z. Cher,Ngoque Blicri,MF,Horrible Storm,24,1994,25.72,0.03,2.22,0.77,34.56,2.12,0.8,0.05,0.26,20.43,-0.09,-0.01,-0.05,0.16,0.09,0.09,-0.02,-0.06,A,2020
P. Shehu,People's Land of Maneau,MF,Horrible Storm,29,1990,2.95,0.02,0.64,-0.09,0.01,0.71,0.08,0.04,,19.6,-0.05,0.03,0.05,0.01,0.1,0.14,0.05,-0.1,A,2020
T. Nkhoma,Southslands,MF,Horrible Storm,28,1991,17.07,0.18,1.65,0.68,34.59,1.66,0.68,0.01,0.29,20.58,0.17,0.02,0.03,0.14,0.07,0.15,0.14,0.13,A,2020
H. Shoko,Nganion,MFFW,Horrible Storm,26,1992,0.21,-0.03,0.09,-0.08,,-0.05,-0.1,,,,-0.07,-0.09,-0.01,-0.05,0.04,,0.03,-0.08,A,2020
C. Awad,People's Land of Maneau,MFFW,Horrible Storm,28,1990,2.16,-0.09,0.95,0.08,0.03,0.86,0.01,-0.05,,18.93,0.05,-0.09,-0.03,0.01,0.1,0.12,-0.05,-0.06,A,2020
Z. Chipeta,Esia,DF,Mighty Jays,27,1992,13.5,-0.06,0.73,0.26,27.21,0.87,0.17,-0.1,0.01,8.67,-0.03,0.06,0.02,0.07,0.15,0.12,0.02,-0.06,A,2020
D. Asaba,Greri Landmoslands,DF,Mighty Jays,27,1991,2.84,0.43,0.43,0.39,99.99,0.43,0.35,0.98,0.92,23.91,0.03,0.03,0.07,-0.08,-0.07,0,0.34,0.39,A,2020
D. Wolf,Ingre,DF,Mighty Jays,31,1988,18.71,0.1,0.45,0.07,28.69,0.34,0.2,0.32,1.04,8.69,-0.03,-0.05,-0.08,0.13,0.05,0.16,0.1,0.1,A,2020
S. Kaggwa,Lefghau,DF,Mighty Jays,32,1987,31.24,0.14,0.72,0.25,30.36,0.66,0.22,0.05,0.26,20.09,0.25,-0.05,0.02,0.04,0.14,0.02,-0.03,-0.06,A,2020
C. Nakitto,Nganion,DF,Mighty Jays,33,1986,3.08,0.05,0.31,0.04,-0.03,0.34,-0.05,0.01,,9.18,-0.04,0.09,0.04,0,-0.06,0.2,-0.12,-0.01,A,2020
E. ?ta,Nganion,DF,Mighty Jays,25,1993,1.22,-0.08,0.03,-0.07,,0.1,0.01,,,,-0.08,-0.06,0,-0.06,0.1,,0.1,0.04,A,2020
Z. Semakula,Nganion,DF,Mighty Jays,24,1995,12.87,0.15,0.47,0.07,28.57,0.57,0.22,0.11,0.51,16.97,0,0.06,0.03,0.13,-0.06,0.11,0,0.07,A,2020
Q. Aini,Ngoque Blicri,DF,Mighty Jays,22,1997,10.96,0.09,0.58,0.09,33.39,0.49,0.28,0.21,0.5,19.75,-0.02,0,-0.06,-0.01,0.05,0.11,0.01,0.03,A,2020
E. Ramezani,People's Land of Maneau,DF,Mighty Jays,23,1995,6.56,-0.01,0.09,-0.04,0.02,0.2,0.08,-0.02,,5.84,-0.09,-0.03,0.1,0.05,0.12,0.01,-0.02,-0.04,A,2020
V. Ram,People's Land of Maneau,DF,Mighty Jays,24,1995,12.17,0.17,0.92,0.09,16.62,1.03,0.14,-0.01,0.56,11.56,0.1,0.03,0.05,-0.04,0,0.08,0.1,0.01,A,2020
Z. Nakagawa,People's Land of Maneau,DF,Mighty Jays,21,1997,15.49,-0.08,0.22,-0.03,25.03,0.25,0.02,0.05,-0.02,18.19,-0.08,0.09,0.07,-0.03,0.03,0.04,-0.04,-0.09,A,2020
A. Akoth,Unicorporated Tiagascar,DF,Mighty Jays,26,1993,18.96,0.09,0.2,-0.09,0.09,0.18,-0.01,0.03,,12.42,-0.04,0.01,-0.1,0.08,0.14,0.19,-0.12,-0.07,A,2020
G. Dijkstra,People's Land of Maneau,DFFW,Mighty Jays,17,2001,19.56,-0.01,0.7,0.13,30.71,0.59,0.19,0.02,0.16,17.5,0.07,0.05,-0.01,0.15,0.11,0.11,-0.06,0.04,A,2020
G. Siddiqui,Central Diasongo,FW,Mighty Jays,24,1995,22.36,0.15,2.29,0.73,32.75,2.27,0.8,0.1,0.28,19.33,0.27,0.06,0.05,0.29,0.11,0.11,-0.07,0.04,A,2020
U. Nalumansi,Czechnor,FW,Mighty Jays,30,1989,34.82,0.65,2.63,1.22,44.41,2.61,1.2,0.24,0.5,15.37,0,-0.03,-0.04,0.46,0.44,0.24,0.17,0.11,A,2020
F. Heng,Dosqaly,FW,Mighty Jays,28,1991,20.88,0.39,2.64,1.2,49.08,2.5,1.15,0.1,0.36,11.91,0.23,-0.08,0.06,0.31,0.32,0.13,0,0.06,A,2020
B. Asiedu,Isle of Lababwe,FW,Mighty Jays,30,1989,1.18,-0.07,1.62,-0.1,-0.02,1.65,-0.05,-0.02,,14.55,-0.06,0.05,-0.05,0.33,0.18,0.17,-0.18,-0.23,A,2020
I. Kakuru,Lefghau,FW,Mighty Jays,18,2001,7.39,0.36,1.53,0.63,41.75,1.6,0.67,0.15,0.65,13.12,0.09,0.01,-0.04,0.36,0.21,0.21,0.13,0.13,A,2020
C. Ssentamu,People's Land of Maneau,FW,Mighty Jays,20,1999,7.03,0.32,2.16,0.71,33.37,2.17,0.67,0.13,0.34,12.39,-0.07,0.03,-0.1,0.42,0.42,0.27,-0.22,-0.09,A,2020
I. Nugraha,People's Land of Maneau,FW,Mighty Jays,19,1999,6.98,0.18,1.6,0.63,36.3,1.57,0.66,0.11,0.27,16.82,0.07,-0.08,-0.07,0.16,0.12,0.11,-0.08,0,A,2020
V. Kumwenda,Esia,GK,Mighty Jays,27,1992,29.38,0.05,-0.01,0.1,,0.01,-0.01,,,,-0.05,0,-0.02,0.1,-0.03,,0.05,-0.08,A,2020
S. Tamale,Imaar Vircoand,GK,Mighty Jays,26,1992,8.68,-0.04,-0.1,-0.02,,-0.01,-0.06,,,,-0.05,-0.09,-0.02,0.05,0.07,,0.03,0.06,A,2020
S. Tenywa,Dosqaly,MF,Mighty Jays,20,1999,19.37,-0.06,0.66,0.18,45.56,0.56,0.23,-0.09,0.06,21.67,0.05,-0.02,-0.01,0.07,0.1,-0.04,-0.07,0.01,A,2020
E. Boadu,Esia,MF,Mighty Jays,30,1988,16.05,0.03,0.62,0.11,33.4,0.49,0.14,0.18,0.3,12.9,0.01,-0.06,-0.05,0.13,0.17,0.17,0.04,-0.01,A,2020
T. Robert,Janmico,MF,Mighty Jays,23,1996,16.84,-0.03,1.15,0.43,28.63,1.29,0.4,-0.03,0.17,17.47,-0.06,0,-0.09,0.15,0,0.04,-0.12,-0.07,A,2020
A. Vang,Nganion,MF,Mighty Jays,22,1996,18.88,-0.01,0.65,0.13,23.19,0.6,0.19,0.08,0.08,21.5,0.07,0.08,-0.01,-0.02,-0.03,0.12,-0.12,0.04,A,2020
K. Abalo,Quewenia,MF,Mighty Jays,26,1992,28.64,-0.02,0.37,0.18,27.37,0.41,0.14,0.15,0.37,23.82,0.09,0.01,0.05,-0.01,0.05,0.04,-0.05,0.04,A,2020
E. Nakanjako,Rarita,MF,Mighty Jays,19,2000,1.12,-0.08,0.1,0.1,,0.08,0,,,,-0.04,0.01,0.1,-0.08,-0.1,,0.08,-0.04,A,2020
Y. Ferrara,People's Land of Maneau,MFFW,Mighty Jays,19,1999,9.56,0.14,1.45,0.38,28.54,1.48,0.35,0.17,0.24,15.36,-0.04,0,0.09,0.27,0.21,0.27,-0.19,-0.07,A,2020
C. Carvalho,Byasier Pujan,DF,Odd Ducks,24,1995,27.82,0.1,0.82,0.29,29.16,0.83,0.18,0.05,0.25,9.66,-0.03,-0.02,0.02,0.02,0.14,0.13,-0.03,0.09,A,2020
N. Dekker,Djipines,DF,Odd Ducks,21,1997,10.02,0.19,0.65,0.09,16.74,0.59,0.11,0.17,1.06,8.6,0.04,0.05,-0.06,0.1,-0.01,0.2,0.1,0.01,A,2020
V. Nalukwago,Nganion,DF,Odd Ducks,26,1993,25.93,0,0.41,0.03,27.22,0.34,0.13,-0.08,-0.02,26.76,0.13,0.07,-0.03,0.02,-0.06,-0.05,0.07,0.01,A,2020
C. Hasanovi?,People's Land of Maneau,DF,Odd Ducks,23,1995,0.69,-0.03,-0.02,0.04,,0.09,-0.05,,,,0.03,0.04,0.07,-0.01,0.09,,-0.05,-0.1,A,2020
C. Perkovi?,People's Land of Maneau,DF,Odd Ducks,32,1986,1.43,-0.01,0.1,0,,-0.04,0.03,,,,0.03,0.04,-0.04,0.03,-0.06,,-0.09,0.01,A,2020
D. Lejeune,People's Land of Maneau,DF,Odd Ducks,34,1985,10.71,-0.02,0.37,-0.04,-0.03,0.19,0.07,0.03,,12.34,-0.01,-0.09,0.07,0.1,0.09,0.07,-0.01,0.05,A,2020
D. Mwandira,People's Land of Maneau,DF,Odd Ducks,22,1996,2.76,0.04,0.37,0.07,-0.02,0.31,0.02,-0.08,,15.05,0,0.05,0.03,0.05,0,-0.05,0.03,-0.01,A,2020
F. Arslan,People's Land of Maneau,DF,Odd Ducks,28,1991,22.86,-0.06,0.14,0.13,25,0.12,0.01,-0.05,-0.08,17.81,-0.08,0.06,-0.04,0.02,0.03,0.22,-0.08,-0.08,A,2020
N. Medina,People's Land of Maneau,DF,Odd Ducks,23,1996,17.19,0.03,0.19,0.17,39.95,0.37,0.08,0.03,0.07,11.46,-0.08,-0.02,-0.01,0,0.07,-0.03,-0.1,-0.06,A,2020
O. Estrada,People's Land of Maneau,DF,Odd Ducks,28,1991,26.9,-0.02,0.42,0.1,15.38,0.58,0.13,0.14,0.51,12.17,0.04,0.05,0.07,0.06,-0.06,0.15,0.05,0.1,A,2020
X. Sartori,People's Land of Maneau,DF,Odd Ducks,20,1998,7.18,-0.03,0.21,0,0.05,0.19,0.07,0.1,,20.08,-0.09,0.06,0.03,-0.06,0.08,0.06,-0.01,0.04,A,2020
B. Maturu,People's Land of Maneau,FW,Odd Ducks,27,1992,32.33,0.3,1.65,0.68,40.74,1.68,0.64,0.12,0.27,11.17,-0.01,0.04,-0.02,0.28,0.36,0.24,-0.09,-0.04,A,2020
P. Biira,People's Land of Maneau,FWMF,Odd Ducks,21,1998,0.3,0.03,6.59,-0.07,-0.09,6.69,0.08,-0.05,,11.62,-0.03,-0.09,-0.05,1.33,1.25,0.21,-1.42,-1.26,A,2020
W. Rashid,People's Land of Maneau,FWMF,Odd Ducks,21,1997,18.37,0.17,1.99,0.39,22.81,1.97,0.4,0.18,0.39,13.9,0.01,0.03,-0.01,0.15,0.23,0.11,-0.03,-0.12,A,2020
I. Mlambo,Redohrainbri,FWMF,Odd Ducks,27,1992,22.25,0.26,1.08,0.48,39.11,1.03,0.48,0.15,0.42,13.3,0.03,0.08,0.2,0.33,0.25,0.24,-0.02,-0.04,A,2020
A. Soong,People's Land of Maneau,GK,Odd Ducks,21,1998,37.04,-0.1,0.02,0.02,,-0.08,-0.08,,,,0,-0.08,-0.03,0.01,-0.05,,-0.02,0.01,A,2020
F. Malik,Southslands,GK,Odd Ducks,20,1999,1.05,-0.03,-0.09,-0.01,,0.05,-0.05,,,,-0.02,0.06,0.08,0.03,0.06,,0.09,-0.04,A,2020
N. Zhu,Byasier Pujan,MF,Odd Ducks,22,1997,6.99,-0.09,1.93,0.51,30.89,1.82,0.63,-0.08,0.03,18.77,0.23,0,0.03,0.05,0.23,0.13,-0.16,-0.07,A,2020
C. Mawejje,Djipines,MF,Odd Ducks,22,1997,5.6,0.17,0.98,0.27,33.38,1.13,0.34,0.27,0.59,21.74,0.21,-0.02,0.04,0.13,0.16,0.2,0.05,0.04,A,2020
A. Henry,Mico,MF,Odd Ducks,23,1996,28.12,0.01,1.12,0.35,23.52,1.12,0.3,0.05,0.18,19.02,0.08,-0.08,0.03,0.01,0,0.09,-0.01,-0.08,A,2020
B. Nakayiwa,People's Land of Maneau,MF,Odd Ducks,32,1986,2.58,-0.08,0.43,0.03,-0.06,0.46,0.02,-0.07,,24.14,-0.02,-0.02,0.01,-0.04,-0.03,-0.04,-0.08,0.06,A,2020
F. Afful,People's Land of Maneau,MF,Odd Ducks,22,1997,14.96,-0.06,0.63,0.17,22.11,0.52,0.14,0,0.01,23.07,0,0.03,0.08,0.08,-0.01,0,-0.08,0.03,A,2020
I. Ghoe,People's Land of Maneau,MF,Odd Ducks,29,1990,13.96,0.23,0.92,0.37,49.95,0.76,0.44,0.24,0.54,10.92,0.06,-0.09,0.07,0.24,0.06,0.12,0.13,-0.02,A,2020
X. Ferraro,Western Niasland,MF,Odd Ducks,24,1994,30.06,-0.05,1.08,0.1,6.65,0.98,0.02,-0.05,0.52,23.3,0.02,0.03,-0.06,0.12,-0.01,-0.05,-0.08,0.06,A,2020
N. Kaiser,People's Land of Maneau,MFDF,Odd Ducks,29,1989,7.89,0.36,1.96,0.76,37.57,2.07,0.83,0.16,0.4,20.57,0.41,0.13,0.18,0.26,0.18,0.09,0.08,0.23,A,2020
T. Cheung,Djipines,MFFW,Odd Ducks,22,1997,18.25,0.35,2.91,1.08,35.27,2.92,1.1,0.22,0.29,19.72,0.7,-0.07,-0.09,0.21,0.26,0.02,0.14,0.06,A,2020
D. Masereka,Ngoque Blicri,MFFW,Odd Ducks,25,1994,22.97,0.01,1.14,0.59,44.46,1.1,0.5,-0.03,0.05,17.36,0.14,0.09,-0.03,0.13,0.16,0.12,-0.02,-0.05,A,2020
V. Garcia,Byasier Pujan,DF,Old Mustangs,28,1991,38.01,0.16,0.8,0.4,46.71,0.89,0.37,0.21,0.28,11.33,0.02,0.1,-0.06,0.11,0.03,0.13,0.13,-0.04,A,2020
A. Sihombing,Central Namemo Laand,DF,Old Mustangs,27,1991,7.72,0.17,0.59,0.03,24.99,0.52,0.22,0.29,1.06,9.33,-0.07,0.08,-0.1,0.13,-0.04,0.01,0.07,0.07,A,2020
F. Nassolo,Djipines,DF,Old Mustangs,18,2001,2.54,-0.05,2.71,0.37,14.28,2.76,0.32,-0.08,0.05,21.35,-0.03,-0.02,0.01,0.11,0.18,-0.01,-0.12,-0.16,A,2020
Q. Achom,Manlisgamncent,DF,Old Mustangs,30,1989,8.56,0.08,0.59,0.2,19.91,0.57,0.1,-0.04,0.02,7.92,-0.09,0.09,-0.05,0.1,0.06,-0.02,-0.08,0.06,A,2020
M. Tumuramye,Ngoque Blicri,DF,Old Mustangs,25,1994,34.59,0.07,0.53,0.2,29.91,0.53,0.19,0.06,0.33,17.78,0.03,0.06,0.08,0.13,0.02,0.11,-0.02,0.11,A,2020
T. Chebet,People's Land of Maneau,DF,Old Mustangs,22,1997,22.38,-0.08,0.04,0.02,0.05,0.13,-0.1,0.05,,30.1,-0.02,0.05,0.09,-0.01,0.08,0.02,0.01,0.04,A,2020
T. Syed,People's Land of Maneau,DF,Old Mustangs,16,2003,0.11,-0.01,0.02,0.08,,-0.05,0.1,,,,0.09,0.01,0.02,0.04,-0.04,,-0.06,-0.08,A,2020
Z. Rojas,People's Land of Maneau,DF,Old Mustangs,20,1998,35.38,0.12,1.24,0.38,29.47,1.18,0.44,0.07,0.41,22.57,0.26,0.08,-0.09,0.1,0.17,0.04,0.03,-0.06,A,2020
Y. Niemi,Coastpa Barleslands,FW,Old Mustangs,27,1992,30.59,0.56,2.49,1.27,47.45,2.44,1.23,0.34,0.55,13.01,-0.1,-0.02,-0.08,0.5,0.44,0.1,0.15,0.06,A,2020
Y. Wood,Frenchdo Stanser,FW,Old Mustangs,27,1992,32.02,0.6,4.06,1.77,43.08,4.15,1.74,0.08,0.27,14.77,0.09,0.02,0.18,0.56,0.5,0.21,-0.03,-0.12,A,2020
F. Njoku,Lefghau,FW,Old Mustangs,27,1991,33.17,0.27,3.01,1.03,37,2.97,1.04,0,0.17,13.37,-0.04,0.06,-0.09,0.31,0.5,0.07,-0.12,-0.08,A,2020
W. Kayange,Southern Ristan,FW,Old Mustangs,24,1995,8.08,0.6,1.72,0.79,42.83,1.8,0.83,0.26,0.61,15.98,0.07,0.05,0,0.29,0.33,0.1,0.17,0.3,A,2020
A. Logose,Lylimi,FWMF,Old Mustangs,24,1995,2.72,0.06,3.12,0.67,22.25,3.22,0.77,0.02,-0.01,18.13,0.06,-0.05,0.07,0.44,0.53,0.16,-0.47,-0.59,A,2020
Q. Nakityo,Quewenia,FWMF,Old Mustangs,27,1991,2.11,0.39,1.95,0.56,25.05,2.01,0.58,0.33,0.95,19.57,0,-0.06,0.02,0.38,0.36,0.18,0.1,0.14,A,2020
U. Nakazibwe,Lefghau,GK,Old Mustangs,26,1992,28.33,-0.02,0.06,-0.03,,0.08,0.1,,,,0.04,0.01,-0.05,0.04,-0.06,,-0.04,0.06,A,2020
F. Walker,Nganion,GK,Old Mustangs,32,1987,9.61,-0.06,0.1,-0.03,,-0.04,-0.07,,,,-0.09,0.01,-0.05,0.01,-0.05,,0.02,0.03,A,2020
V. Waswa,Byasier Pujan,MF,Old Mustangs,28,1990,32.69,0.06,1.03,0.49,41.69,1.07,0.52,0.1,0.37,15.15,0.03,0.08,-0.07,0.17,0.08,0.02,0.11,0.07,A,2020
V. Mattila,Iverde,MF,Old Mustangs,24,1995,9.02,0.13,1.29,0.67,58.38,1.31,0.73,0.08,0.19,18.33,0.04,-0.09,-0.04,0.14,0.17,0.15,0.11,0.07,A,2020
M. Carpentier,Lefghau,MF,Old Mustangs,25,1993,23.1,0.04,0.51,0.24,33.38,0.55,0.25,0.27,0.56,26.77,0.11,0.04,-0.1,0.09,0,0.06,0.01,0.01,A,2020
H. Twongirwe,People's Land of Maneau,MF,Old Mustangs,29,1990,24.95,0.22,0.88,0.35,39.95,0.81,0.23,0.18,0.52,18.48,-0.04,0.1,0.02,-0.03,-0.01,0.02,0.1,0.19,A,2020
Q. Johnsen,People's Land of Maneau,MF,Old Mustangs,18,2001,1.3,0.7,4.33,1.43,33.21,4.36,1.37,0.21,0.51,16.78,-0.04,0.02,0.09,0.62,0.7,0.18,0.08,0.14,A,2020
P. Saputra,People's Land of Maneau,MFDF,Old Mustangs,33,1986,10.45,0.11,0.92,0.04,9.96,0.91,0.08,0.09,0.03,24.67,0.04,0.13,0.27,0.18,0.12,-0.02,-0.05,-0.13,A,2020
I. Ocen,People's Land of Maneau,MFFW,Old Mustangs,31,1988,4.26,0.28,1.21,0.26,20.03,1.1,0.17,0.2,1.07,15.24,-0.06,0.04,0,0.27,0.2,0.25,0.01,0.04,A,2020
L. Edwards,People's Land of Maneau,MFFW,Old Mustangs,25,1993,16.57,0.33,2.48,0.61,24.92,2.48,0.62,0.17,0.48,22.06,0.04,0.07,0.05,0.15,0.22,0.08,0.07,0.06,A,2020
N. Kamusiime,Dosqaly,DF,Punctual Rustlers,26,1993,33.73,-0.07,0.9,0.15,17.15,0.93,0.16,0.08,-0.08,24.25,0.44,0.07,0.08,0.02,-0.04,0.13,-0.08,-0.03,A,2020
B. Hungwe,People's Land of Maneau,DF,Punctual Rustlers,34,1984,4.49,-0.05,0.31,-0.09,-0.01,0.19,-0.05,0.06,,32.41,0.24,-0.09,-0.02,0.01,-0.04,0.09,-0.08,-0.09,A,2020
H. Farina,People's Land of Maneau,DF,Punctual Rustlers,22,1996,22.72,-0.04,0.58,0.27,41.74,0.56,0.17,0.03,-0.02,12.8,0.08,0.1,0.03,0.17,0.08,0.16,-0.18,-0.06,A,2020
