"","�..Player","Nation","Pos","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","League","Year"
"106","A. Miura","Rosvi","MF","Green Fleet",30,1988,17.65,-0.08,0.37,0.14,28.57,0.43,0.03,0,-0.06,25.22,-0.01,-0.08,-0.04,0.04,-0.05,-0.03,0.06,-0.04,62.2,70.54,88.21,1147.01,289.23,27.1,29.5,91.84,27.17,29.34,92.64,7.55,10.14,73.6,0.04,-0.02,0.15,0.9,6.65,0.68,0.11,5.56,2.41,1.2,1.02,1.26,0,0.42,1.79,27.31,1.31,15.69,4.49,28.56,5.78,8.55,1.19,1.79,0.58,0.07,1.33,0.96,3.3,1.94,-0.03,"A",2020
"107","S. Avraham","Nganion","MFFW","Green Fleet",31,1988,8.41,-0.05,1.01,0.06,11.03,1.04,0.06,-0.04,-0.05,17.83,0.2,0.03,-0.08,0.19,0.07,0.11,-0.06,-0.12,52.5,62.23,84.54,834.64,193.48,30.74,32.28,95.14,16.34,19.32,84.05,4.89,7.82,63.05,0.23,0.22,-0.03,2.24,4.91,2.19,0.18,4.83,0.98,0.79,0.18,0.38,0.28,0.24,1.54,15.46,1.35,14.04,4.24,29.76,2.06,6.6,5.42,0.84,0.15,0.06,0.81,0.2,1.06,0.04,-0.05,"A",2020
"108","E. Taylor","People's Land of Maneau","MFFW","Green Fleet",26,1992,10.35,0.16,2.16,0.67,27.39,2.1,0.68,-0.05,0.18,17.84,-0.09,-0.06,-0.04,0.33,0.3,0.21,-0.25,-0.07,33.82,39.37,85.74,495.77,95.71,18.85,21.06,89.08,11.71,13.21,88.39,1.75,2.63,70.48,0.03,0.11,-0.07,1.67,2.91,0.93,0.06,2.93,1.32,0.94,0.56,0.12,0.56,0.46,1.53,26.7,1.06,32.3,7.67,23.77,5.97,16.59,9.78,0.91,0.05,0.03,0.72,0.62,1.75,0.04,0.01,"A",2020
"109","Y. Torres","Rarita","MFFW","Green Fleet",23,1996,16.6,-0.03,2.25,0.81,37.83,2.18,0.77,0.11,0.12,22.33,0.17,-0.02,-0.03,0.21,0.05,0.03,-0.13,-0.05,34.31,46.73,73.57,598.45,167.45,16.8,19.53,86.29,12.62,16.47,77.49,3.92,8.56,46.87,0.15,0.24,-0.04,1.79,3.36,1.04,0.27,3.93,1.34,0.78,0.23,0.65,0.43,0.65,2.51,23.81,1.9,25.98,6.99,26.53,4.77,14.21,6.95,1.43,0.07,-0.02,1.43,0.58,1.95,0.27,-0.08,"A",2020
"130","M. Matsumoto","Dosqaly","MF","Horrible Grizzlies",28,1991,19.12,0.22,0.87,0.25,33.4,0.94,0.36,0.07,0.51,19.89,0.09,-0.01,0.01,0.16,0.11,0.01,0,0.09,50.82,59.37,85.49,903.03,217.02,22.84,25.96,87.86,20.8,23.37,88.92,5.64,6.9,82.63,-0.09,0.06,-0.11,1.35,5.49,1.53,0.44,4.96,3.07,2.17,1.5,1.17,0.43,0.61,1.69,36.43,1.09,22.81,7.27,32.2,8.02,9.85,4.96,2.24,0.26,-0.05,2.16,1.49,4.43,1.76,0.07,"A",2020
"131","C. Nyesiga","Manlisgamncent","MF","Horrible Grizzlies",25,1994,22.99,0.14,0.83,0.28,23.8,0.87,0.2,0.09,0.21,19.22,-0.03,-0.04,-0.01,0.12,-0.03,0.11,-0.05,0.01,72.43,80.38,90.13,1411.48,345.59,29.68,31.3,94.45,30.71,33.23,92.31,11.02,13.74,80.02,0.07,0.02,0.02,1.21,7.71,1.06,0.12,7.19,3.52,2.44,1.45,1.83,0.39,1.3,3.48,38.4,2.17,23.15,7.57,32.43,6.78,12.02,4.35,1.2,0.15,0.07,1.18,0.58,4,0.66,-0.03,"A",2020
"132","Y. Diallo","Ngoque Blicri","MF","Horrible Grizzlies",18,2001,2.17,0.1,0.44,0.03,-0.01,0.53,0.05,0.04,NA,23.98,-0.07,-0.06,0.06,-0.04,0.07,0.02,0.01,-0.02,68.58,76.71,89.23,1314.4,274.55,29.93,34.12,88.01,26.42,29.05,90.55,9.97,11.36,87.99,-0.05,0,-0.11,1.82,2.81,-0.08,-0.04,3.64,2.71,1.83,1.87,0.99,0,1.29,2.65,49.96,1.43,16.32,6.31,38.97,6.77,9.08,0.49,2.65,0.09,0.02,2.73,0.87,3.71,0.43,-0.01,"A",2020
"133","G. Baey","People's Land of Maneau","MF","Horrible Grizzlies",25,1993,12.31,0.11,3.19,1.06,30.04,3.23,1.02,0.02,0,21.9,0.41,-0.06,0.01,0.2,0.1,0.13,-0.13,-0.11,43.85,50.09,87.63,840.72,158.7,19.07,21.97,86.71,16.8,18.32,92.5,6.95,8.23,86.04,0.29,0.16,0.11,2.08,4.37,1.53,0.05,3.93,1.36,0.91,0.49,0.71,0.16,0.42,1.41,23.55,1.14,13.77,4,28.64,1.28,7.9,4.41,0.95,0.33,0.02,0.57,0.59,1.7,1.03,-0.01,"A",2020
"134","I. Makavan","Sobianitedrucy","MF","Horrible Grizzlies",27,1991,26.4,0.24,0.32,0.04,10.01,0.37,0.13,0.07,1.01,24.03,0.07,0.21,0.18,0.08,0.07,0.18,0.06,-0.06,74.11,84.04,88.1,1421.45,345.08,30.91,33.39,92.54,30.72,34.4,89.88,10.98,14.27,76.95,0.15,0.03,-0.04,0.9,9.02,1.1,0.1,7.12,2.58,1.62,0.92,1.31,0.4,1.1,3.16,31.89,2.28,20.96,6.09,29.22,7.13,11.19,2.48,1.63,0.22,-0.01,1.39,1.55,4.19,1.25,-0.02,"A",2020
"135","J. Wan","People's Land of Maneau","MFFW","Horrible Grizzlies",23,1996,2.33,-0.03,1.83,0.02,0.01,1.63,0.01,0.08,NA,9.07,0.07,0.01,0.03,0.19,0.32,0.04,-0.32,-0.28,50.44,57.03,88.47,798.67,146.94,26.92,30.37,88.68,17.76,20.1,89.01,4.39,4.74,90.83,0.44,0.04,0.34,0.42,4.69,0.95,-0.02,3.44,0.02,0.08,-0.04,0.09,-0.04,-0.04,0.46,-0.05,0.36,9.08,4.35,47.68,3.46,1.72,3.91,1.28,0.46,-0.03,0.84,0.01,0.03,1.4,-0.09,"A",2020
"136","O. Nampeera","People's Land of Maneau","MFFW","Horrible Grizzlies",20,1999,31.98,0.31,2.4,0.99,37.29,2.45,0.92,0,0.25,20.38,0.34,0.08,0.07,0.33,0.14,0.01,-0.07,-0.01,34.96,43.2,80.97,559.34,148.64,19.36,21.17,91.73,10.47,13.03,80.27,3.51,6.21,57.66,0.21,0.18,0.03,1.61,3.27,1.07,0.14,3.17,1.42,0.97,0.39,0.6,0.42,0.48,1.38,27.68,1.13,22.76,6.38,28.2,3.79,10.61,8.39,0.75,0.04,0.05,0.69,0.54,1.89,0.59,-0.01,"A",2020
"148","H. Nsamba","Byasier Pujan","FWMF","Horrible Storm",24,1995,22.75,0.13,2.21,0.76,38.09,2.19,0.84,0.06,0.21,18.12,0.21,-0.01,0.01,0.21,0.31,0.04,-0.13,-0.2,17.61,27,65.37,299.01,85.74,9.74,11.98,81.29,4.98,7.93,63.41,2.36,4.68,48.62,0.19,0.2,-0.03,1.44,0.61,1.05,0.59,1.93,0.81,0.5,0.53,0.14,0.03,0.19,0.99,20.81,0.81,15.48,3.22,21.19,3.13,7.1,5.17,0.79,0.13,0.02,0.79,0.38,1.15,0.59,-0.01,"A",2020
"149","R. Dijkstra","Central Diasongo","FWMF","Horrible Storm",29,1989,1.21,-0.06,1.48,-0.1,-0.06,1.61,0,0,NA,19.68,-0.04,-0.07,-0.04,0.06,0.11,-0.02,-0.07,-0.15,14.56,23.16,63.21,237.7,6.08,6.91,11.5,59.96,7.63,10.73,71.33,-0.06,0.1,NA,-0.04,0.06,0.02,-0.02,0.81,0.08,0.06,-0.03,0.07,-0.01,-0.06,-0.01,0.07,-0.05,0.75,0.07,0.7,25.32,7.01,27.22,4.66,11.58,9.24,1.44,1.53,-0.08,0.09,-0.06,-0.04,1.51,-0.06,"A",2020
"150","E. Estrada","Frenchdo Stanser","FWMF","Horrible Storm",24,1994,21.61,0.26,2.27,0.87,34.03,2.37,0.68,0.13,0.44,17.15,0.11,0.02,-0.03,0.22,0.1,0.07,0.17,0.03,13.66,20.53,66.3,218.77,59.23,7.57,9.05,82.1,4.68,6.92,68.89,0.96,3.2,32.83,0.03,0.04,0.06,0.87,0.63,0.59,0.31,1.48,1.93,1.35,0.92,0.69,0.4,0.3,1.95,16.79,1.56,24.41,5.96,24.22,7.64,10.67,6.36,1.87,0.16,0.03,1.89,0.77,2.82,0.73,0.07,"A",2020
"151","E. Amponsah","Nganion","FWMF","Horrible Storm",28,1991,3.61,-0.06,1.64,0.34,16.69,1.59,0.37,-0.02,-0.07,19.56,-0.02,-0.07,0.09,0.14,-0.02,0.05,-0.15,-0.09,19.64,26.51,74.49,380.59,168.89,9.54,10.87,87.45,7.27,9.9,73.08,2.79,4.55,58.76,0.32,0.21,0.09,1.42,2.99,1.67,-0.03,5.16,0.74,0.56,0.28,0.24,0.27,0.64,2.38,22.26,1.84,32.24,4.55,14.31,11.8,13.79,6.4,0.75,0.03,0.07,0.88,0.63,1.28,1.55,0.02,"A",2020
"152","K. Namuwaya","People's Land of Maneau","FWMF","Horrible Storm",23,1995,35.93,0.32,2.11,0.7,30.56,2.06,0.54,0.09,0.27,18,0.06,0.09,0.03,0.17,0.14,0.08,-0.04,0.07,33.87,42.74,79.03,645.06,178.98,13.75,15.79,87.52,14.43,16.81,86.69,4.74,7.95,58.55,0.11,0.2,0.04,2.61,2.71,2.24,0.15,4.82,0.96,0.7,0.31,0.45,0.15,0.25,0.78,25.88,0.67,15.91,4.34,26.75,4.46,6.36,5.05,1.62,0.37,-0.01,1.23,0.51,1.37,0.34,0.03,"A",2020
"153","C. Quartey","Slandsganiamayotteque","FWMF","Horrible Storm",18,2001,0.61,0.09,1.74,-0.02,-0.03,1.82,-0.02,-0.06,NA,21.47,-0.06,0.03,0.09,-0.04,0.01,0.02,-0.01,0.07,13.23,18.27,72.66,133.24,6.61,10.01,13.22,75.05,1.71,1.57,99.93,-0.09,-0.05,NA,-0.08,-0.06,0.01,-0.06,-0.01,0.02,-0.02,0.01,1.65,1.59,0.08,1.72,-0.07,-0.05,1.61,-0.06,1.65,39.96,11.64,29.27,4.9,11.76,23.22,0.02,-0.03,0.08,0.07,0,1.6,0.06,0.01,"A",2020
"158","R. Akech","Eastern Covaki","MF","Horrible Storm",25,1994,20.31,-0.06,0.25,0.01,14.32,0.37,0.01,-0.01,0.05,28.15,-0.01,-0.08,-0.04,0.02,0,0.01,0.07,0.03,32.76,38.82,84.46,612.56,129.85,13.62,15.91,86.15,14.26,15.8,90.79,4.19,5.93,71.14,0.05,0.1,-0.02,0.54,1.75,0.17,0.09,1.79,3.12,2.28,1.66,1.33,0.18,0.64,3.37,22.08,2.64,24.04,8.18,34.24,10.37,11.63,1.99,2.99,0.59,-0.08,2.53,1.31,4.49,1.58,0.13,"A",2020
"159","L. Egger","Lefghau","MF","Horrible Storm",21,1998,29.06,0.04,1.32,0.42,30.79,1.36,0.37,0.02,0.35,23,0.14,0,0,-0.01,0.04,0.13,0.04,-0.05,33.85,41.99,80.94,719.61,166.04,12.35,14.17,86.76,14.62,17.16,84.93,6.7,9.83,68.79,0.17,0.15,-0.04,0.58,3.92,0.73,0.24,3.4,1.83,1.17,1.19,0.45,0.17,0.7,2.2,28.9,1.6,20.35,5.32,26.13,9.07,9.1,2.34,2.15,0.53,0.11,1.67,0.7,2.55,1.61,-0.01,"A",2020
"160","Z. Cher","Ngoque Blicri","MF","Horrible Storm",24,1994,25.72,0.03,2.22,0.77,34.56,2.12,0.8,0.05,0.26,20.43,-0.09,-0.01,-0.05,0.16,0.09,0.09,-0.02,-0.06,22.67,29.97,75.57,530.24,151.01,7.34,8.69,84.08,9.42,11.43,82.52,5.36,8.48,64.74,0.21,0.04,-0.07,1.58,2.74,1.24,0.35,3.42,2.35,1.57,0.84,0.91,0.56,0.88,2.67,30.22,1.77,19.85,5.69,28.25,5.31,9.85,4.62,1.3,-0.02,0.03,1.13,0.71,2.98,0.72,-0.05,"A",2020
"161","P. Shehu","People's Land of Maneau","MF","Horrible Storm",29,1990,2.95,0.02,0.64,-0.09,0.01,0.71,0.08,0.04,NA,19.6,-0.05,0.03,0.05,0.01,0.1,0.14,0.05,-0.1,46.88,57.63,81.32,909.73,194.77,19.66,24.46,80.32,17.6,18.55,94.39,9.03,12.18,74.36,0.07,0.05,-0.05,0.34,5.56,0.3,0.09,3.41,3.01,1.81,2.16,0.73,0.37,0.26,4.4,7.74,4.04,36.67,7.62,20.75,12.41,20.03,4.22,1.11,0.03,0.08,0.96,2.34,5.56,1.48,0.34,"A",2020
"162","T. Nkhoma","Southslands","MF","Horrible Storm",28,1991,17.07,0.18,1.65,0.68,34.59,1.66,0.68,0.01,0.29,20.58,0.17,0.02,0.03,0.14,0.07,0.15,0.14,0.13,31.98,42.49,75.2,609.02,190.25,12.23,14.48,85.38,14.9,17.43,85.81,3.78,8.68,44.43,0.2,0.21,0.02,2.19,2.91,0.77,0.33,2.64,1.16,0.73,0.26,0.74,0.23,0.38,1.47,33.33,1,13.19,2.2,17.03,4.08,5.96,3.06,1.66,0.25,0.03,1.16,0.24,1.32,1.47,0.01,"A",2020
"163","H. Shoko","Nganion","MFFW","Horrible Storm",26,1992,0.21,-0.03,0.09,-0.08,NA,-0.05,-0.1,NA,NA,NA,-0.07,-0.09,-0.01,-0.05,0.04,NA,0.03,-0.08,19.95,24.9,79.97,404.91,139.95,9.95,14.96,66.7,0.04,0.02,NA,9.96,9.93,100.05,0.03,0,-0.01,0.04,5.04,0.01,0.08,10.01,0.08,-0.02,0.05,0.08,-0.04,0.03,10.08,-0.01,10.07,49.99,4.98,9.98,0,45.09,5.04,4.92,0.04,0.09,4.92,-0.03,-0.05,5.02,5.09,"A",2020
"164","C. Awad","People's Land of Maneau","MFFW","Horrible Storm",28,1990,2.16,-0.09,0.95,0.08,0.03,0.86,0.01,-0.05,NA,18.93,0.05,-0.09,-0.03,0.01,0.1,0.12,-0.05,-0.06,27.23,36.86,74.14,597.78,115.4,11.37,13.21,86.26,9.93,14.98,66.69,5.44,7.35,75.05,0.05,0.11,-0.04,0.98,4.11,0,0.01,2.26,2.19,0.85,1.43,0.54,0.5,-0.02,1.83,-0.05,1.81,27.63,8.18,29.42,10.93,8.28,8.66,2.7,-0.1,-0.03,2.76,-0.05,2.34,0.43,-0.03,"A",2020
"187","S. Tenywa","Dosqaly","MF","Mighty Jays",20,1999,19.37,-0.06,0.66,0.18,45.56,0.56,0.23,-0.09,0.06,21.67,0.05,-0.02,-0.01,0.07,0.1,-0.04,-0.07,0.01,52.5,59.01,88.97,1036.33,282.02,20.09,21.76,92.45,23.37,25.17,92.72,8.26,9.95,82.94,-0.01,-0.04,-0.06,0.76,6.72,1.01,-0.01,6.35,1.23,0.61,0.6,0.55,0.27,0.52,1.79,27.83,1.35,19.82,5.61,28.39,8.19,8.98,2.69,2,0.4,0.09,1.65,1.2,2.37,2.47,-0.06,"A",2020
"188","E. Boadu","Esia","MF","Mighty Jays",30,1988,16.05,0.03,0.62,0.11,33.4,0.49,0.14,0.18,0.3,12.9,0.01,-0.06,-0.05,0.13,0.17,0.17,0.04,-0.01,47.04,55.77,84.58,781.29,210.98,23.93,25.91,92.49,17.96,19.67,90.86,4.54,8.28,55.67,0.2,0.18,-0.05,2.3,3.67,1.63,-0.03,5.54,0.83,0.63,0.57,0.28,-0.05,0.15,1.14,10.46,1.05,19,3.92,20.62,4.23,11.18,3.81,0.6,0.08,0.03,0.56,0.22,0.93,0.11,0.08,"A",2020
"189","T. Robert","Janmico","MF","Mighty Jays",23,1996,16.84,-0.03,1.15,0.43,28.63,1.29,0.4,-0.03,0.17,17.47,-0.06,0,-0.09,0.15,0,0.04,-0.12,-0.07,47.15,53.96,87.43,934.39,196.79,15.53,17.1,90.53,23.92,26.29,90.98,7.21,8.96,80.81,0.02,0,-0.06,0.82,2.62,0.27,-0.04,3.33,2.27,1.5,1.05,0.92,0.18,0.71,1.87,36.3,1.18,24.02,6.04,25.26,9.25,11.82,2.73,1.78,0.52,0.01,1.26,1.37,3.56,1.77,-0.01,"A",2020
"190","A. Vang","Nganion","MF","Mighty Jays",22,1996,18.88,-0.01,0.65,0.13,23.19,0.6,0.19,0.08,0.08,21.5,0.07,0.08,-0.01,-0.02,-0.03,0.12,-0.12,0.04,58.32,69.11,84.26,1175.93,294.85,22.21,24.03,92.59,25.74,28.18,91.29,10.09,14.85,68.04,0.03,0.03,-0.06,1.53,6.41,1.59,0.07,5.59,2.69,1.59,1.42,0.84,0.39,0.82,3.34,27.4,2.4,23.69,6.35,27.04,10.51,10.24,3.07,1.56,0.14,-0.01,1.42,1.05,3.58,1.26,0.04,"A",2020
"191","K. Abalo","Quewenia","MF","Mighty Jays",26,1992,28.64,-0.02,0.37,0.18,27.37,0.41,0.14,0.15,0.37,23.82,0.09,0.01,0.05,-0.01,0.05,0.04,-0.05,0.04,57.62,65.61,87.73,1195.4,297.49,19.5,21.6,89.75,27.73,30.22,91.34,10.05,12.52,79.82,0.06,0.07,-0.05,0.5,6.64,0.87,0.13,5.65,1.51,0.87,0.96,0.52,0.09,0.65,1.95,32.65,1.25,15.14,4.39,29.09,5.53,8.01,1.61,2.01,0.63,-0.03,1.29,0.32,2.08,3.06,0,"A",2020
"192","E. Nakanjako","Rarita","MF","Mighty Jays",19,2000,1.12,-0.08,0.1,0.1,NA,0.08,0,NA,NA,NA,-0.04,0.01,0.1,-0.08,-0.1,NA,0.08,-0.04,27.24,32.67,83.28,355.49,59,17.2,19.03,90.41,8.23,8.21,99.93,0.87,2.71,33.32,0,0.07,0.05,0.06,2.75,-0.03,0.01,0.1,0.9,0.87,0.9,-0.04,0.02,0.88,2.77,33.34,1.84,20.09,6.26,31.88,5.51,9.17,5.42,0.82,0.04,-0.02,0.88,0.9,1.88,2.77,0.09,"A",2020
"193","Y. Ferrara","People's Land of Maneau","MFFW","Mighty Jays",19,1999,9.56,0.14,1.45,0.38,28.54,1.48,0.35,0.17,0.24,15.36,-0.04,0,0.09,0.27,0.21,0.27,-0.19,-0.07,31.49,38.77,81.23,548.9,152.46,15.14,17.44,86.07,11.91,13.77,86.95,3.24,5.64,58.55,0.1,0.15,0.07,1.25,3.32,0.77,0.23,3.49,2.34,1.58,0.66,1.01,0.63,0.4,2.16,20.07,1.69,25.56,7.01,27.61,8.18,13.48,4.04,1.95,0.62,0.02,1.45,0.72,3,1.32,0,"A",2020
"206","P. Biira","People's Land of Maneau","FWMF","Odd Ducks",21,1998,0.3,0.03,6.59,-0.07,-0.09,6.69,0.08,-0.05,NA,11.62,-0.03,-0.09,-0.05,1.33,1.25,0.21,-1.42,-1.26,13.32,33.4,40.07,213.33,73.38,6.59,19.95,33.39,6.72,13.33,50.01,-0.07,-0.04,NA,0.06,-0.06,-0.02,-0.06,3.43,3.36,-0.05,3.32,0.08,0.05,0.06,0.03,0.1,0.08,0.01,NA,0.05,53.32,9.94,18.87,0.06,23.26,29.92,3.33,-0.03,0.04,3.26,3.4,3.35,-0.01,-0.07,"A",2020
"207","W. Rashid","People's Land of Maneau","FWMF","Odd Ducks",21,1997,18.37,0.17,1.99,0.39,22.81,1.97,0.4,0.18,0.39,13.9,0.01,0.03,-0.01,0.15,0.23,0.11,-0.03,-0.12,17.22,23.46,73.81,242.05,49.78,10.44,12.29,86.2,4.58,7.19,64.02,0.96,1.57,55.16,0.03,0.03,0.07,0.74,1.53,0.56,0.04,1.5,0.67,0.52,0.02,0.57,0.02,0.16,1.49,11.04,1.32,34.9,8.26,23.56,4.68,17.33,13.06,0.97,0.31,0.05,0.7,0.43,0.93,1.11,-0.01,"A",2020
"208","I. Mlambo","Redohrainbri","FWMF","Odd Ducks",27,1992,22.25,0.26,1.08,0.48,39.11,1.03,0.48,0.15,0.42,13.3,0.03,0.08,0.2,0.33,0.25,0.24,-0.02,-0.04,16.22,22.24,72.7,243.99,56.82,9.43,11.62,80.76,5.16,7.01,74.17,1.03,1.6,66.64,0.22,0.24,0.05,1.27,0.9,0.83,0.31,1.79,0.79,0.72,0.33,0.32,0.16,0.19,0.61,13.23,0.65,22.27,5.58,24.79,3.58,9.9,8.78,1.14,0.2,-0.06,1.11,0.16,0.98,0.53,0.08,"A",2020
"211","N. Zhu","Byasier Pujan","MF","Odd Ducks",22,1997,6.99,-0.09,1.93,0.51,30.89,1.82,0.63,-0.08,0.03,18.77,0.23,0,0.03,0.05,0.23,0.13,-0.16,-0.07,25.89,32.48,79.61,450.24,109.29,11.44,13.72,83.35,10.64,12.31,86.1,3.12,4.11,75.9,0.06,-0.06,0.04,0.75,1.39,0.75,0.1,2.91,0.77,0.75,0.4,0.38,0.14,0.22,1.01,28.53,0.76,11.03,4.54,41.04,4.06,3.81,3.2,0.42,0,0.03,0.34,0.78,1.49,1.13,0.15,"A",2020
"212","C. Mawejje","Djipines","MF","Odd Ducks",22,1997,5.6,0.17,0.98,0.27,33.38,1.13,0.34,0.27,0.59,21.74,0.21,-0.02,0.04,0.13,0.16,0.2,0.05,0.04,21.58,31.98,67.65,346.03,123.87,12.41,14.71,84.32,6.3,9.38,66.06,2.57,5.7,43.81,-0.06,-0.03,-0.04,0.96,1.17,1.64,0.93,3.57,0.67,0.59,0.21,0.17,0.35,0.06,2.58,-0.01,2.69,18.23,3.56,19.6,5.06,8.58,4.55,1.24,0.09,-0.04,1.04,0.17,0.85,0.63,0.05,"A",2020
"213","A. Henry","Mico","MF","Odd Ducks",23,1996,28.12,0.01,1.12,0.35,23.52,1.12,0.3,0.05,0.18,19.02,0.08,-0.08,0.03,0.01,0,0.09,-0.01,-0.08,31.26,42.1,74.43,566.91,140.85,13.85,17.96,77.85,12.67,15.72,80.5,4.06,6.63,60.43,0.05,0.06,0.07,0.63,2.72,0.56,0.11,2.63,2.74,1.6,0.95,1.37,0.19,0.6,2.43,25.35,1.71,24.7,5.84,23.74,7.54,13.47,3.62,3.16,0.58,0.03,2.56,1.48,4.18,4.22,-0.06,"A",2020
"214","B. Nakayiwa","People's Land of Maneau","MF","Odd Ducks",32,1986,2.58,-0.08,0.43,0.03,-0.06,0.46,0.02,-0.07,NA,24.14,-0.02,-0.02,0.01,-0.04,-0.03,-0.04,-0.08,0.06,39.26,48.87,80.37,753.52,187.35,14.96,18.77,79.5,16.52,19.15,86.08,5.78,8.79,65.29,-0.02,0.05,0.08,0.47,2.24,0.37,-0.06,2.78,1.91,0.67,0.81,1.08,0.09,1.23,1.51,75.02,0.35,17.32,4.24,24.3,7.25,7.61,2.28,1.53,0.08,0,1.55,0.47,2.34,2.29,0.01,"A",2020
"215","F. Afful","People's Land of Maneau","MF","Odd Ducks",22,1997,14.96,-0.06,0.63,0.17,22.11,0.52,0.14,0,0.01,23.07,0,0.03,0.08,0.08,-0.01,0,-0.08,0.03,37.34,47.95,77.99,744.05,219.45,15.12,18.05,83.35,16.34,19.24,84.08,5.54,8.63,63.87,0.07,0.1,-0.04,0.96,4.08,0.78,0.06,4.42,1.72,1.09,0.93,0.64,0.12,0.53,2.77,19.91,2.22,25.05,4.78,18.85,8.35,13.19,3.5,1.25,0.36,-0.03,0.93,0.92,2.6,1,0,"A",2020
"216","I. Ghoe","People's Land of Maneau","MF","Odd Ducks",29,1990,13.96,0.23,0.92,0.37,49.95,0.76,0.44,0.24,0.54,10.92,0.06,-0.09,0.07,0.24,0.06,0.12,0.13,-0.02,28.93,36.39,79.4,475.15,116.08,14.03,16.42,85.53,11.57,13.44,86.11,2.36,4.1,59.67,0.15,0.15,0.06,0.66,2.45,0.47,0.12,2.81,1.91,1.35,1.23,0.48,0.38,0.59,2.07,23.24,1.66,25.41,6.61,25.75,9.47,10.57,5.2,2.76,0.7,-0.04,1.94,0.77,2.88,2.03,0.03,"A",2020
"217","X. Ferraro","Western Niasland","MF","Odd Ducks",24,1994,30.06,-0.05,1.08,0.1,6.65,0.98,0.02,-0.05,0.52,23.3,0.02,0.03,-0.06,0.12,-0.01,-0.05,-0.08,0.06,36.33,45.98,79.36,732.09,217.58,14.19,16.76,84.54,15.47,18.31,85.09,6.07,9.54,64.19,0.16,0.02,0.05,0.37,3.95,0.62,0.1,3.98,2.63,1.68,1,1.6,0.17,1.08,2.18,47.5,1.04,19.22,5.86,30.06,6.85,10.73,1.56,1.71,0.42,-0.01,1.32,1.1,3.85,2.27,-0.02,"A",2020
"218","N. Kaiser","People's Land of Maneau","MFDF","Odd Ducks",29,1989,7.89,0.36,1.96,0.76,37.57,2.07,0.83,0.16,0.4,20.57,0.41,0.13,0.18,0.26,0.18,0.09,0.08,0.23,28.11,39.11,71.55,458.06,172.86,14.97,18.17,81.89,9.45,12.86,73.32,2.75,6.03,45.85,-0.1,0.1,-0.1,1.42,1.74,1.47,0.12,3.94,1.18,0.83,0.25,0.16,0.81,0.51,1.11,44.47,0.65,13.57,4.21,31.73,4.02,5.21,4.25,1.07,-0.07,-0.1,1.23,0.17,1.34,0.25,-0.06,"A",2020
"219","T. Cheung","Djipines","MFFW","Odd Ducks",22,1997,18.25,0.35,2.91,1.08,35.27,2.92,1.1,0.22,0.29,19.72,0.7,-0.07,-0.09,0.21,0.26,0.02,0.14,0.06,24.84,33.39,74.41,485.58,113.74,11.29,13.28,85.24,9.32,11.58,79.79,3.99,6.29,62.08,-0.06,0.11,-0.15,0.85,2.05,1.46,0.07,3.19,1.46,0.62,0.43,0.61,0.38,0.76,2,36.04,1.27,22.39,5.14,23.13,7.34,10.48,4.57,1.99,0.19,0.04,1.99,0.42,1.85,1.11,-0.1,"A",2020
"220","D. Masereka","Ngoque Blicri","MFFW","Odd Ducks",25,1994,22.97,0.01,1.14,0.59,44.46,1.1,0.5,-0.03,0.05,17.36,0.14,0.09,-0.03,0.13,0.16,0.12,-0.02,-0.05,28.29,41.33,68.11,481.45,186.38,13.86,16.45,84.83,10.61,14.62,72.56,3.07,8.03,37.43,0.1,0.14,0.01,1.89,2.4,1.7,0.2,4.67,0.4,0.28,0.11,0.07,0.18,0.08,0.69,23.43,0.66,13.1,2.76,21.77,3.48,5.36,4.15,1.19,0.12,0.13,1.15,0.44,0.87,0.82,-0.02,"A",2020
"233","A. Logose","Lylimi","FWMF","Old Mustangs",24,1995,2.72,0.06,3.12,0.67,22.25,3.22,0.77,0.02,-0.01,18.13,0.06,-0.05,0.07,0.44,0.53,0.16,-0.47,-0.59,35.07,39.62,88.2,523.11,66.47,19.33,21.41,90.04,12.46,13.81,89.78,1.77,2.59,71.44,0.09,-0.05,0.03,0.44,1.04,1.37,0.38,1.71,1.51,0.98,0.29,1.14,0.09,0.44,2.43,14.24,2.2,22.53,7.05,31.64,4.02,9.74,8.96,0.99,0.07,-0.02,1,0.03,1.36,0.62,0.02,"A",2020
