"","Player","Nation","Pos","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","X90s.1","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","X90s.2","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","Playing.Time.MP","Playing.Time.Starts","Playing.Time.Min","Playing.Time.90s","Performance.GA","Performance.GA90","Performance.SoTA","Performance.Saves","Performance.Save.","W","D","L","Performance.CS","Performance.CS.","Performance.PKatt","Penalty.Kicks.PKA","Penalty.Kicks.PKsv","Penalty.Kicks.PKm","Penalty.Kicks.Save.","League","Year"
"450","X. Driscoll","Nkasland Cronestan","GK","Flawless Cows",19,1999,1.05,-0.08,0.04,-0.03,NA,0.05,-0.02,NA,NA,NA,0.07,-0.05,0.02,-0.04,0.1,NA,-0.03,-0.1,0.99,16.91,18.09,94.42,329.96,202.97,4.91,4.98,99.93,11,11.09,100.02,1.03,2.01,49.95,-0.02,0.07,0.04,1.07,0.04,-0.09,-0.09,0.06,-0.01,0.06,0.06,NA,-0.07,-0.08,-0.1,NA,-0.07,-0.06,0.06,0.07,-0.08,-0.07,0,0.08,0.07,0.03,-0.01,0.95,1.06,90.04,1,0.03,0.08,1.91,2,100.01,0.95,-0.06,0.07,0.94,99.98,0.05,0.02,-0.04,-0.1,NA,"B",2020
"451","P. Addae","South Sati Fatina","GK","Flawless Cows",32,1986,21.08,0.02,0.02,-0.02,NA,-0.01,-0.1,NA,NA,NA,-0.04,0.07,0.09,-0.05,0.02,NA,0.02,-0.05,21.03,22.33,25.82,85.9,585.91,325.14,4.22,4.14,100.08,11.06,11.14,98.65,6.91,10.4,66.63,-0.06,-0.03,-0.07,20.9,-0.02,0.01,0.09,-0.03,-0.08,0.05,0.05,NA,0.08,0.11,-0.04,-0.05,0.16,-0.01,0,0.02,-0.05,0,-0.04,0.08,0.07,0.04,0.04,21.09,21,1890.05,20.99,0.78,0.85,3.05,2.19,72.21,0.77,0.19,0.1,0.59,52.48,0.06,0.1,-0.07,-0.03,NA,"B",2020
"476","F. Kimera","Dosqaly","GK","Glistening Paladins",22,1997,26.54,-0.09,-0.06,0.09,NA,0.01,-0.09,NA,NA,NA,-0.03,-0.01,-0.01,0.01,0.04,NA,0.07,0.01,26.58,27.69,38.68,71.55,841.17,469.68,3.59,3.7,97.85,12.85,13.07,98.68,11.19,21.86,50.99,-0.03,-0.03,-0.06,26.56,0.04,0.04,-0.03,0.08,0.02,-0.03,0.17,-0.02,0.07,0.35,0.06,27.38,0.45,0.09,-0.02,0.02,0.1,0.09,-0.07,-0.04,-0.02,0.07,-0.03,27.09,26.97,2398.02,26.6,1.25,1.19,4.74,3.62,75.74,0.28,0.43,0.3,0.3,25.89,0.28,0.13,0.02,-0.02,24.94,"B",2020
"477","H. Jew","Landsfupua","GK","Glistening Paladins",26,1992,1.3,-0.06,0.06,0.01,NA,-0.07,0.02,NA,NA,NA,0.06,0.08,-0.03,-0.02,-0.02,NA,0.03,-0.02,1.4,19.94,29.21,68.39,657.92,389.38,2.13,2.17,99.94,9.32,9.3,100.06,8.56,17.82,47.93,0.02,-0.07,-0.09,1.5,0.07,0.09,0.08,-0.08,0.01,-0.06,0.06,NA,-0.03,2.15,-0.1,0.09,2.07,0.09,0.02,0.69,-0.01,0.09,0.69,0.06,0,0.05,-0.07,2.02,0.97,121.97,1.37,2.18,2.2,7.07,5.8,80.1,0.62,-0.05,0,0.79,100.08,0.71,0.75,-0.1,-0.1,0.02,"B",2020
"502","V. Bwambale","Dosqaly","GK","Golden Rustlers",32,1987,27.99,-0.06,0,-0.05,NA,-0.06,0.08,NA,NA,NA,-0.01,0.05,-0.07,0.02,-0.02,NA,0.06,-0.01,28.09,22.55,31.64,71.5,723.84,466.28,3.89,3.78,100.01,9.31,9.46,98.42,9.37,18.22,51.17,0.07,0.03,0.06,27.95,-0.07,-0.05,0.07,-0.1,-0.02,-0.01,0.08,-0.09,0.19,0.3,0.12,42.8,0.23,0.07,-0.04,-0.08,-0.1,0.03,0.09,-0.05,-0.06,0.07,0.05,27.91,28.08,2519.94,28.02,1.18,1.27,3.87,2.65,69.84,0.29,0.42,0.29,0.24,21.3,0.13,0.01,0.09,0.05,33.36,"B",2020
"525","T. Bukar","Southern Ristan","GK","Grotesque Rocks",27,1992,27.01,0.01,0.06,0.07,NA,0.06,0.04,NA,NA,NA,-0.02,-0.1,-0.08,-0.07,-0.08,NA,0.04,0.08,27.07,21.26,31.44,67.63,785.24,541.11,2.3,2.44,100.02,8.08,8.1,100,10.78,20.84,51.79,-0.05,0.02,-0.1,27.07,0.08,-0.05,-0.08,-0.05,0.08,0.01,0.05,0.03,-0.02,0,-0.03,-0.03,0.04,0.04,-0.01,0.08,-0.05,-0.03,0.05,0.09,0.07,0.1,0.09,27.03,26.92,2429.95,27.06,1.15,1.26,3.43,2.4,72.53,0.42,0.23,0.47,0.21,29.58,0.31,0.23,0.08,-0.07,14.39,"B",2020
"550","G. Razak","Dosqaly","GK","Hideous Pioneers",28,1990,22.57,-0.05,-0.05,-0.06,NA,0.08,-0.06,NA,NA,NA,-0.03,-0.02,-0.01,0.08,0.01,NA,0.04,0.03,22.56,22.86,37.39,61.22,822.62,572.74,2.33,2.33,98.04,8.98,9.1,99,11.71,26.07,44.94,-0.05,-0.01,-0.03,22.66,0.09,-0.05,-0.09,0.05,-0.08,-0.08,0.15,-0.05,0.14,0.17,0.1,20.07,0.24,0.01,-0.05,0.06,0.09,0.05,0.03,-0.06,0,0,0.03,22.94,21.93,2033.91,22.57,2.1,2.13,4.93,3,58.81,0.12,0.19,0.69,0.02,9.04,0.14,0.14,0,-0.06,39.96,"B",2020
"551","T. Kibuuka","Janmico","GK","Hideous Pioneers",31,1988,2,-0.02,-0.08,0.02,NA,-0.02,-0.06,NA,NA,NA,-0.07,0.09,0.05,-0.03,0.05,NA,-0.06,-0.06,2.02,17.45,32.06,54.73,726.48,545.03,1.51,1.56,100.06,5.54,6.05,91.71,10.56,24.42,42.85,-0.06,0.04,0.07,2.01,-0.04,-0.1,-0.04,-0.03,-0.08,-0.09,-0.04,NA,-0.01,0,0.04,NA,0.08,0.05,-0.04,0.04,0.01,-0.05,-0.07,0.09,-0.1,-0.05,1.06,2.04,2.01,179.93,2.05,2.53,2.6,6.57,3.97,61.54,-0.03,-0.03,0.92,-0.02,-0.09,0.03,0.01,-0.05,-0.08,NA,"B",2020
"552","E. Loh","Manlisgamncent","GK","Hideous Pioneers",29,1990,3.39,-0.05,0.1,-0.04,NA,0.05,-0.05,NA,NA,NA,-0.09,0.06,0.09,0,0.09,NA,0.09,-0.09,3.47,16.46,34.99,47.13,648.42,472.59,1.23,1.49,79.96,6.78,6.75,100,8.45,26.88,31.93,-0.08,0.08,-0.06,3.48,-0.01,0.05,-0.06,0.09,0.1,0.04,0.21,-0.07,0.26,0.24,0.09,0.02,0.27,-0.08,0.04,0.07,0.07,-0.03,0.01,0,-0.01,-0.09,-0.07,4.05,4.02,305.95,3.36,1.21,1.14,4.38,3.33,73.38,0.08,0.32,0.91,0.27,24.99,0.08,0.07,0.1,0.05,NA,"B",2020
"583","J. Matambo","Dosqaly","GK","Jumping Beans",22,1997,0.93,-0.09,-0.08,-0.04,NA,-0.08,-0.04,NA,NA,NA,-0.02,-0.02,-0.01,-0.03,-0.07,NA,0.1,0.06,0.99,21.94,27.04,81.48,492.04,238.97,2.02,1.96,100,17.08,17.08,100.03,2.96,7.9,37.52,-0.02,-0.09,0.1,0.91,-0.05,-0.02,0.08,0.04,0.07,-0.09,0.94,-0.06,0.91,0.04,0.01,NA,-0.06,-0.03,-0.1,-0.05,0.07,0,0.07,0.03,-0.07,-0.08,1.08,1.08,1,90.08,0.92,2.99,2.95,3.05,0.95,33.35,0.08,0.07,0.94,0.01,-0.07,0.94,0.96,-0.04,-0.03,0.04,"B",2020
"584","K. Adero","Rosvi","GK","Jumping Beans",23,1995,27.03,0.06,0.1,0.02,NA,-0.08,-0.08,NA,NA,NA,0.06,0.03,-0.06,-0.06,0.05,NA,0.03,-0.06,26.98,27.37,37.09,73.77,797.2,410.6,2.76,2.69,100.09,14.99,14.93,99.79,9.54,19.14,49.38,-0.05,-0.06,-0.04,26.96,0.1,0,0.03,-0.06,0.03,-0.02,-0.01,0.09,-0.06,0.1,0.08,99.99,0.09,0.01,-0.01,-0.07,0.09,0.03,0.03,0.09,0.09,-0.06,0.07,26.98,27.08,2430.03,26.92,0.59,0.76,3.06,2.5,79.71,0.36,0.44,0.32,0.43,44.38,0.27,0.04,0.13,0.09,75.06,"B",2020
"611","Y. Campbell","Dosqaly","GK","Lady Ocelots",32,1986,27.97,0.07,-0.09,0.01,NA,0.08,-0.1,NA,NA,NA,0.09,0.01,-0.09,-0.06,-0.09,NA,0,0.09,27.96,18.66,29.38,63.25,719.05,499.09,1.48,1.65,97.82,6.05,6.14,98.73,10.94,21.67,50.62,0.04,-0.01,0.08,27.92,-0.06,0.07,-0.05,-0.04,0,-0.09,0.09,-0.01,0.08,-0.02,-0.03,0.05,0.07,0.08,-0.07,0.07,-0.08,-0.06,-0.08,0.05,0,0.09,0.07,27.91,27.91,2519.92,28.1,1.74,1.86,5.09,3.24,65.07,0.24,0.45,0.42,0.26,17.97,-0.02,0.1,-0.05,-0.01,0.06,"B",2020
"633","E. Wibowo","Coastpa Barleslands","GK","Overconfident Kangaroos",27,1992,24.1,0.08,-0.02,0.03,NA,0.02,-0.03,NA,NA,NA,0.01,0.02,-0.07,0.02,0.1,NA,-0.05,-0.03,23.94,24.31,33.01,73.91,842.85,542.36,2.36,2.33,100.02,10.45,10.71,98.87,11.49,20,57.85,0,-0.06,0.06,24.09,-0.02,0.09,-0.02,-0.05,-0.08,0.03,-0.01,NA,-0.08,0.2,0.04,33.26,0.05,-0.09,-0.06,0.01,-0.04,0.02,0.02,-0.03,0.09,0.02,-0.01,24.03,23.94,2160.06,24.08,0.83,0.76,3.05,2.43,78.31,0.51,0.12,0.28,0.37,37.47,0.27,0.07,0.12,-0.05,24.94,"B",2020
"634","B. Ochieng","Dosqaly","GK","Overconfident Kangaroos",35,1984,4.04,0.07,-0.09,-0.02,NA,0,-0.04,NA,NA,NA,0,-0.09,-0.05,0.08,0,NA,-0.07,-0.04,4.02,23.99,32.55,73.9,811.73,524.76,3.75,3.7,99.92,8.07,8.03,100.01,11.98,20.58,58.47,-0.06,-0.04,0.06,4.06,-0.07,0.04,-0.07,0.03,-0.02,-0.03,0.33,-0.09,0.31,0.21,0.09,-0.03,0.27,-0.02,-0.03,0,0.08,-0.05,-0.02,0.1,-0.04,0.02,-0.04,4.93,4.07,359.91,4.09,1.31,1.22,4.5,3.24,72.29,0.49,-0.03,0.55,0.58,49.97,0.35,-0.07,0.18,0.05,100.04,"B",2020
"664","D. Fuchs","Dosqaly","GK","Serious Thunderbirds",32,1986,22,0.01,0.05,-0.06,NA,-0.01,-0.09,NA,NA,NA,0.01,-0.07,-0.08,0.03,0.1,NA,0.04,0.06,22.07,18.55,28.07,66,583.87,392.35,2.6,2.6,100.03,9.36,9.45,98.94,6.57,16.1,40.85,-0.05,-0.01,0.01,22.01,-0.04,0.05,0.01,0.1,0.02,0.09,-0.04,NA,0.1,-0.02,0.07,99.91,0.06,0.09,-0.08,-0.06,-0.01,0.01,0.04,0.01,0.04,0.08,-0.01,22.02,21.98,1979.93,21.92,1.91,1.81,4.24,2.47,60.6,0.17,0.19,0.51,0.22,13.52,0.19,0.19,0.09,0.1,0,"B",2020
"665","H. Kamal","Dosqaly","GK","Serious Thunderbirds",33,1986,5,0.04,0.07,-0.07,NA,0.09,0.01,NA,NA,NA,0.06,0.05,0.09,0.06,-0.04,NA,0.07,0.08,4.94,20.78,35.13,59.16,646.97,404.33,2.12,2.14,99.94,10.44,10.57,98.03,8.24,22.37,36.53,-0.09,0.03,0.05,5.01,-0.07,-0.01,-0.07,0.03,-0.03,-0.01,-0.06,NA,-0.04,0.31,0.14,50.02,0.37,0.1,0.02,-0.03,-0.09,0.02,-0.02,-0.02,-0.09,0.06,0.02,4.96,5.03,449.94,4.98,0.79,0.89,4.05,3.55,89.9,0.36,0.35,0.1,0.41,40.04,0.45,0.47,0.08,0.02,-0.03,"B",2020
"666","I. Sano","Dosqaly","GK","Serious Thunderbirds",17,2001,1.05,-0.04,0.04,-0.04,NA,-0.08,0.06,NA,NA,NA,0,0.1,0.06,-0.07,0.04,NA,-0.06,0.08,0.98,18.97,19.05,100.03,508.92,311.92,1.97,2.03,99.98,13.07,13.06,99.96,4,3.95,99.93,-0.06,0,0.07,0.94,-0.03,-0.1,0.05,-0.05,0,0.02,-0.08,NA,-0.02,-0.04,0.06,NA,-0.07,-0.02,-0.03,-0.02,0.02,0.07,0.05,-0.01,0.06,-0.06,-0.01,1.05,0.9,90.03,0.93,1.03,0.99,1.98,0.97,50.03,-0.04,0.03,1.06,-0.09,0.04,-0.02,0.05,0.1,-0.02,NA,"B",2020
"692","M. Natumanya","Dosqaly","GK","Simple Jayhawks",30,1988,1.41,0.01,-0.1,0.04,NA,0.06,0.08,NA,NA,NA,0.05,0,0.04,0.06,-0.05,NA,0.07,-0.07,1.55,17.91,29.29,61.32,757.25,595.99,1.32,1.35,99.97,5.3,5.39,99.96,11.28,22.65,50.04,0.06,0.01,0.05,1.42,0.05,-0.08,0.04,0.09,0.01,-0.06,-0.01,NA,-0.06,-0.03,0.1,NA,0.03,-0.07,-0.03,0.07,-0.01,-0.01,0.08,-0.04,0.1,-0.08,0.01,2.05,1.06,135.06,1.49,2.75,2.58,3.32,1.33,40.09,0.01,-0.06,0.77,0,-0.06,0.77,0.67,0,0.06,-0.08,"B",2020
"693","R. Rizzi","Pierrema","GK","Simple Jayhawks",31,1988,26.55,-0.05,-0.01,0.03,NA,-0.03,0.04,NA,NA,NA,0.07,-0.09,0.06,0.04,-0.01,NA,0.09,-0.07,26.51,17.12,33.54,51.22,713.13,528.78,1.1,1.17,96.8,5.52,5.81,96.7,10.58,26.54,39.36,-0.08,-0.02,-0.08,26.57,-0.02,-0.04,0.1,0.08,0.04,-0.09,0.01,-0.02,0.09,0.25,-0.08,0,0.24,0,0.01,-0.1,0.06,0.1,0.06,0.02,0.09,0,-0.06,26.92,27.01,2384.96,26.49,1.17,1.18,4.8,3.65,77.97,0.24,0.36,0.37,0.33,29.59,0.17,0.04,-0.05,0.05,-0.09,"B",2020
"713","V. Arnold","Coastpa Barleslands","GK","Simple Privateers",25,1993,18.06,-0.08,0.05,-0.06,NA,-0.09,-0.1,NA,NA,NA,-0.06,-0.06,0.02,-0.06,0.06,NA,0.01,-0.03,18.09,28.83,40.7,70.86,949.39,637.58,4.47,4.38,100.05,12.07,12.09,99.51,12.39,23.92,51.15,0.03,-0.03,-0.03,18,0.06,0.01,0.1,-0.02,-0.07,0.07,0.06,-0.1,0.11,0.28,0.05,0.06,0.4,0.07,-0.05,0.14,-0.01,0.09,0.01,-0.01,-0.08,0.1,0.05,19.08,19.08,1619.91,18.01,1.07,1.19,4.55,3.71,77.05,0.23,0.45,0.43,0.37,31.67,0.16,-0.01,-0.04,0.01,-0.05,"B",2020
"714","X. Adikini","Cuandbo","GK","Simple Privateers",24,1995,9.97,0.08,-0.07,-0.1,NA,0.02,0.05,NA,NA,NA,-0.05,-0.04,0.05,-0.08,-0.1,NA,-0.07,0,10.09,23.64,32.77,72.55,749.12,499.49,3.42,3.56,97.15,10.79,10.81,98.17,9.54,18.25,52.2,0,0.02,-0.01,10.05,0.04,0.09,-0.04,0.08,-0.08,0.07,0.1,0.04,0.27,0.21,0.09,-0.04,0.3,0.04,-0.08,0.02,0.07,-0.07,0.07,0.04,0.01,0.05,0.2,10.95,9.03,899.9,10.04,1.78,1.69,4.5,2.82,63.08,0.15,0.16,0.51,0.02,-0.03,-0.09,0.08,-0.08,0,NA,"B",2020
"742","A. Mbusa","Dosqaly","GK","Solemn Leopards",34,1985,26.35,-0.04,0.02,-0.06,NA,-0.07,0.07,NA,NA,NA,-0.03,0.06,0.1,0.03,-0.08,NA,-0.02,0.01,26.23,21.96,32.22,67.73,677.9,407.7,2.76,2.77,99.97,10.79,10.75,99.63,8.26,18.67,44.55,-0.06,0.05,0.05,26.29,-0.04,0.01,0.1,0.03,-0.03,0.03,0.07,0.05,0.13,0.18,0.07,33.31,0.3,0.01,-0.03,-0.07,0.09,-0.04,-0.04,0.02,0.01,0.04,0.07,26.92,27.03,2370.94,26.31,1.07,0.95,3.47,2.75,74.8,0.58,0.26,0.21,0.42,40.8,0.13,0.09,0.1,0.05,0.06,"B",2020
"743","N. Tumwesigye","Dosqaly","GK","Solemn Leopards",36,1982,1.61,0.09,0.07,-0.05,NA,-0.01,-0.07,NA,NA,NA,-0.05,0.06,-0.06,-0.02,0.04,NA,0.09,0.01,1.71,21.18,27.67,76.53,536.5,332.89,2.4,2.3,100.03,13.54,13.48,99.99,5.26,11.78,44.99,-0.01,0.07,0.03,1.66,0.07,-0.01,0.05,-0.07,0.07,0.07,0.05,NA,0.06,0.1,-0.08,NA,-0.04,0.05,-0.07,-0.01,0.01,-0.09,-0.06,0.1,0.02,-0.08,0.07,2.07,0.97,149,1.8,1.14,1.12,3.47,2.4,66.73,0.53,-0.02,0.02,0.04,0,0.6,-0.1,0.5,-0.1,100.06,"B",2020
"763","I. Kumari","Dosqaly","GK","Somber Stallions",24,1995,28,-0.07,0.03,-0.01,-0.09,0.13,0.07,0.02,NA,9.84,0.03,0.07,0.07,-0.08,-0.02,0.08,0,-0.06,28,17.53,27.2,64.45,602.18,436.11,2.87,2.89,98.9,6.48,6.59,100.05,8.08,17.61,45.73,-0.08,0.03,0.04,27.94,-0.1,-0.01,-0.07,0.03,-0.05,-0.01,0.06,NA,0.09,0.09,-0.02,66.6,0.06,-0.04,0.06,-0.07,-0.07,-0.01,0.08,0.09,-0.09,-0.06,0.12,28.02,28.01,2519.95,27.92,0.92,0.99,2.8,2.14,70.55,0.48,0.18,0.25,0.46,43,0.23,0.21,0.02,0.11,20.08,"B",2020
"797","O. Burgos","Dosqaly","GK","Supreme Janes",20,1999,26.95,0.02,-0.09,-0.01,NA,-0.05,0.03,NA,NA,NA,-0.07,0,-0.05,0.06,-0.04,NA,-0.04,0.09,26.94,20.48,32.66,62.22,666.3,466.49,3.35,3.33,99.92,8.81,8.96,98.88,8.25,20.34,40.4,-0.09,-0.03,0.05,27.1,0.08,0.02,-0.02,-0.08,0.04,0.03,-0.04,NA,-0.04,0.3,0.07,14.38,0.18,-0.03,-0.06,-0.04,-0.01,0.02,-0.09,-0.07,-0.01,0,0.05,27.1,27.03,2429.96,27.07,1.14,1.14,3.41,2.46,71.49,0.36,0.14,0.46,0.47,36.99,0.15,0.05,0.17,0.12,40.06,"B",2020
"798","E. Liepi?š","Rosvi","GK","Supreme Janes",31,1988,0.97,-0.03,0.05,-0.07,NA,0.04,-0.02,NA,NA,NA,-0.01,0.02,-0.08,-0.09,0.06,NA,0.06,-0.06,0.97,8.08,20.05,40.04,295,139.02,-0.02,0.09,NA,3.92,4.96,79.99,3.91,14.91,26.79,-0.02,-0.02,-0.05,0.96,1.09,0.02,0.9,-0.03,-0.03,0.99,1.99,50.04,1.04,1.01,-0.07,-0.04,0.93,0.09,0,0.01,0.05,0.02,-0.09,-0.02,0.98,-0.07,-0.06,1.01,1.09,89.92,1.09,2.02,2.07,6.05,3.97,66.62,-0.07,-0.04,0.91,-0.03,0.03,0.06,0.06,0.01,0.05,NA,"B",2020
"824","Q. Permana","Dosqaly","GK","Swift Rustlers",28,1991,27.93,-0.01,0.05,0.06,NA,-0.07,0.09,NA,NA,NA,-0.08,0.07,0.01,-0.08,0.05,NA,-0.02,-0.05,28.09,22.38,30.31,73.91,707,473.7,3.02,3.29,94.6,9.6,9.66,99.36,9.71,17.11,55.96,0.07,-0.07,0,28.07,-0.04,0.03,0.04,-0.1,-0.04,-0.06,0.12,-0.01,0.06,0.18,-0.01,20.01,0.09,0.05,-0.03,0.05,0,-0.06,0.02,0.01,0.04,-0.05,-0.05,28.09,28.04,2519.92,28.05,1.61,1.59,4.71,3.46,71.18,0.45,0.17,0.33,0.18,25.05,0.27,0.15,-0.08,0.08,0.04,"B",2020
"850","O. Noor","Cabral Retrea","GK","Unaccountable Foxes",33,1986,2.1,-0.05,-0.1,-0.09,NA,0.1,-0.09,NA,NA,NA,0,0.06,0.04,0.04,0.07,NA,-0.03,0.04,2.09,26.96,29.45,91.48,794.46,565.46,4.99,5,100.07,12.47,12.54,99.92,9.42,12.04,79.22,0.05,0.07,-0.01,1.92,0.02,-0.1,0.04,0.1,0.09,-0.05,0.03,NA,-0.01,-0.06,-0.01,NA,-0.02,0.06,-0.1,0.03,-0.09,-0.03,-0.01,0.03,-0.07,0.59,-0.01,1.93,2.02,180.02,1.99,0.97,1.01,5.58,4.41,81.83,0.59,0,0.44,0.6,50,0,-0.02,-0.06,-0.1,NA,"B",2020
"851","F. Carbone","Greri Landmoslands","GK","Unaccountable Foxes",28,1990,25.91,-0.06,-0.08,-0.1,NA,0.09,0.06,NA,NA,NA,-0.06,0.09,-0.1,-0.05,-0.02,NA,0.08,-0.08,26.07,25.98,31.54,82.6,721.94,413.96,4.45,4.42,99.96,12.7,12.87,99.76,8.74,14.09,61.54,0.06,0.07,-0.04,26.07,-0.04,0,0.04,-0.1,0.04,-0.08,-0.02,-0.09,0.05,0.19,0.15,28.66,0.18,-0.07,0.09,-0.04,-0.02,-0.01,-0.05,0.05,-0.08,0.09,-0.04,26.08,26,2339.92,26.01,0.91,0.93,3.3,2.45,72.91,0.46,0.29,0.31,0.33,30.76,0.21,0.01,0.08,0.03,0.07,"B",2020
"876","L. Dahl","Dosqaly","GK","Unethical Comets",21,1998,2.15,-0.08,-0.07,0.09,NA,0.05,-0.03,NA,NA,NA,-0.06,0.04,-0.06,0.08,0.05,NA,0.08,0.08,2.12,26.82,30.52,88.01,827.67,487.61,1.77,1.78,99.98,12.23,12.3,99.97,12.25,15.82,77.1,0.03,-0.07,0.01,2.19,0.5,0.53,0.46,-0.1,0.07,0.41,0.4,100.06,-0.01,-0.09,0.02,NA,-0.01,0.06,-0.02,0.09,-0.09,-0.07,0.07,-0.08,0.38,-0.06,0.01,2.99,2.93,196.02,2.25,1.46,1.31,2.7,1.33,50.07,0.04,-0.08,1.33,0.04,0.06,-0.01,-0.01,0.02,-0.08,NA,"B",2020
"877","A. Wati","Greri Landmoslands","GK","Unethical Comets",20,1999,0.73,0,0.06,0.08,NA,-0.07,0.08,NA,NA,NA,0.05,-0.04,0.07,0.09,0.03,NA,-0.05,0.05,0.86,16.36,33.84,48.11,444.96,287.49,3.75,3.8,100.03,7.54,7.56,99.94,4.96,22.57,22.24,0.02,-0.06,-0.08,0.76,0.03,0.06,0.02,-0.07,-0.05,0.02,1.23,-0.07,1.2,-0.02,-0.05,NA,0.03,-0.06,0.01,-0.09,0.05,0.06,0.08,0.1,0.09,-0.01,-0.01,0.9,0,71.07,0.72,5.04,5.08,10.08,6.3,50.06,-0.04,-0.04,0.01,0.05,NA,0.06,0.09,0.06,0.03,NA,"B",2020
"878","F. K?rkli?š","Imaar Vircoand","GK","Unethical Comets",27,1992,25.08,-0.03,-0.01,0.09,NA,0.04,-0.02,NA,NA,NA,-0.08,0,-0.02,0.06,0.01,NA,0.1,-0.04,25.08,26.95,35.36,76.14,906.09,598.04,3.58,3.57,99.96,10.51,10.83,98.16,12.89,20.96,61.16,0.05,-0.04,0.05,24.98,-0.01,-0.07,-0.07,0.03,0.08,-0.08,0.13,0.04,-0.01,0.02,0.07,-0.05,-0.02,-0.04,0.02,0.03,0.07,0.02,0.08,0.1,-0.03,0.1,-0.05,24.93,25,2249.93,25,1.14,1.08,4.41,3.65,78.51,0.51,0.35,0.35,0.23,31.97,0.16,0.16,0.02,0.07,25.06,"B",2020
"899","A. Munda","Dosqaly","GK","Villainous Eagles",36,1983,26,0.08,0.06,0.01,NA,-0.04,0,NA,NA,NA,0.02,0.09,0.04,0.06,-0.01,NA,0.04,-0.05,26.08,17.37,26.76,64.52,589.34,395.13,2.17,2.28,98.28,6.54,6.59,97.65,8.48,17.69,47.43,0.01,-0.02,0.09,25.92,-0.08,-0.08,-0.1,0.05,-0.02,0.07,0.01,0,0.14,0.39,0.15,22.24,0.39,0.05,0.04,-0.05,0.03,-0.07,-0.05,0.04,-0.06,0.08,0.14,26.09,25.9,2340.09,26.03,1.18,1.24,2.92,1.87,62.78,0.4,0.32,0.36,0.46,42.32,0.05,0.16,0.03,-0.08,0.05,"B",2020
"900","M. Mertens","Pahon","GK","Villainous Eagles",26,1993,2.1,-0.07,-0.07,-0.07,NA,-0.06,-0.09,NA,NA,NA,-0.09,0.08,0.1,0,-0.08,NA,0.06,-0.02,2,19.55,27.08,72.11,687.5,420.56,1.5,1.44,99.96,7.57,7.52,100,10.49,17.96,58.32,0.08,0.08,0.06,1.91,0.03,-0.09,-0.08,0.03,-0.05,-0.02,-0.02,NA,-0.07,0.02,0.03,NA,0.03,0.06,0.05,0.02,0.1,0.09,-0.07,0.01,-0.05,0.09,0.04,1.93,2.01,180.07,2,0.44,0.6,3.55,3.04,85.78,0.44,-0.08,0.5,0.41,50.07,0.02,-0.01,0.02,0.07,NA,"B",2020
"932","I. Korugyendo","Dosqaly","GK","Weak Blimps",22,1997,2.08,-0.02,0.07,0.1,NA,0.03,-0.03,NA,NA,NA,0.1,0.01,-0.03,0,-0.05,NA,0.02,0.01,1.91,20.56,30.5,67.17,446.93,244.95,5.99,5.94,100.07,10.52,10.45,100.04,3.9,14.01,28.66,0.03,0.04,-0.04,2.07,0.07,0.07,0,-0.02,0.06,-0.07,0.58,0.03,0.54,0.06,-0.08,NA,-0.08,0.09,-0.06,-0.08,0.01,-0.06,-0.03,-0.03,0.09,0.05,-0.04,1.98,2.02,179.91,1.95,1.07,1.02,2.94,2.47,83.27,1.06,-0.01,0.05,-0.01,0.09,0.48,0.57,-0.1,-0.05,-0.04,"B",2020
"933","C. V?tols","Imaar Vircoand","GK","Weak Blimps",26,1993,26.05,-0.07,-0.03,0.1,NA,-0.07,0.06,NA,NA,NA,0.04,-0.09,-0.01,-0.06,0.01,NA,0.01,0.02,26.04,25.2,30.13,83.26,601.83,345.34,7.18,7.23,99.46,11.79,11.87,98.39,6.21,10.96,56.24,-0.06,-0.07,0.1,25.9,0.03,0.04,-0.08,-0.04,-0.02,-0.07,0.12,0.1,0.1,0.22,0.01,25.04,0.12,0.04,-0.05,0.09,-0.04,-0.08,0.02,0,0.06,0.04,-0.08,25.95,26.01,2340,26.08,1.45,1.45,5,3.81,75.24,0.36,0.24,0.35,0.21,15.48,0.24,0.1,0.12,-0.04,20.04,"B",2020
