"","�..Player","Nation","Pos","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","League","Year"
"111","D. Svensson","Esia","DF","Horrible Grizzlies",26,1993,19,0.14,0.49,0.17,27.29,0.64,0.17,0.21,0.67,13.84,0.09,0.08,0.09,-0.03,0,-0.03,0.07,-0.01,66.98,76.37,87.84,1596.67,438.05,13.45,14.84,90.44,37.77,39.66,95.25,15.31,20.89,73.44,0.09,-0.07,0.03,0.3,6.2,0.33,0.03,3.63,2.28,1.19,1.51,0.73,0.08,0.75,1.16,61.92,0.35,8.76,3.28,38.54,5.16,3.35,0.21,1.45,0.36,0.05,1.09,0.07,2.5,5.66,0.07,"A",2020
"112","Y. Eyotaru","Mico","DF","Horrible Grizzlies",23,1996,19.53,-0.06,0.26,0.01,28.65,0.33,0.03,0.09,0,11.16,0,-0.08,0.07,0.02,0.01,0.1,0.02,-0.05,59.85,64.57,92.73,1363.7,329.75,13.77,14.56,95.39,33.59,34.89,96.26,12.27,14.31,84.31,0.1,0.02,-0.09,0.17,4.26,0.17,0.09,2.45,2.02,0.95,1.33,0.62,0.09,0.5,1.17,45.78,0.76,8.04,2.92,36.41,4.67,3.15,0.18,1.12,0.48,0.07,0.73,0.73,2.81,5.42,0.01,"A",2020
"113","D. Martini","Nganion","DF","Horrible Grizzlies",28,1990,15.92,0.34,1.94,0.49,26.68,1.98,0.56,0.18,0.45,16.94,0.11,0.08,-0.05,0.16,0.09,0.11,0.1,0.09,57.69,69.8,82.72,1020.02,312.79,24.89,27.77,89.02,26.85,31.07,86.2,5.33,8.29,63.14,0.07,0.18,-0.08,1.69,2.25,1.85,0.83,4.46,1.79,1.28,1.02,0.43,0.19,0.32,1.82,17.95,1.39,13.42,5.57,40.94,5.56,5.21,2.71,1.88,0.02,0.06,1.84,0.84,2.53,3.09,0.07,"A",2020
"114","S. Namugere","Nganion","DF","Horrible Grizzlies",29,1989,35.92,0.03,0.88,0.17,20.65,0.72,0.21,0.09,0.31,13.12,0.08,0.01,0.08,0.05,0.1,0.1,-0.1,-0.03,63.19,79.04,79.95,1124.4,431.4,26.55,29.98,88.8,30.14,35.69,84.7,5.21,10.3,51.2,0.22,0.24,-0.04,1.23,4.09,1.6,0.71,5.16,2.9,1.74,1.49,1.04,0.36,1.12,2.03,50.09,1.09,15.71,5.16,32.67,6.97,6.17,2.79,2.19,0.48,-0.09,1.77,1.06,3.92,4,-0.04,"A",2020
"115","T. Nouri","People's Land of Maneau","DF","Horrible Grizzlies",21,1997,14.29,-0.02,0.5,0.15,42.9,0.41,0.31,0.11,0.41,13.6,0.03,0.04,0.03,0.12,0.07,0.18,0.13,0.07,68.68,76.8,89.3,1473.9,410.26,17.32,18.54,93.68,40.08,42.35,94.68,10.85,14.79,73.69,-0.04,-0.08,0,0.32,3.96,0.36,0.02,2.64,2.12,1,1.39,0.67,-0.02,0.47,0.96,53.8,0.45,10.4,3.35,32.13,5.66,4.43,0.3,2.04,0.59,0.06,1.48,1.09,3.22,6.58,0.23,"A",2020
"116","U. Ortíz","People's Land of Maneau","DF","Horrible Grizzlies",18,2000,0.32,0.08,0.04,-0.08,NA,-0.03,-0.04,NA,NA,NA,-0.08,0.09,-0.08,-0.04,0.04,NA,-0.1,0.09,30,35.05,85.61,587.48,200.01,9.92,12.45,79.91,20.1,20.03,100.01,-0.1,0.08,NA,-0.04,0.23,-0.26,2.55,-0.02,2.53,-0.04,2.41,4.96,0,2.54,2.43,-0.06,5.04,4.98,99.95,0.06,7.44,7.59,100.08,2.57,2.43,2.59,-0.06,0.03,-0.08,-0.02,-0.01,5.08,0.05,0.02,"A",2020
"117","V. Thompson","People's Land of Maneau","DF","Horrible Grizzlies",19,1999,16.86,0,1.02,0.12,16.75,1.06,0.24,-0.07,-0.08,20.11,0.06,0.09,-0.03,0.13,0.06,0.09,0.02,-0.11,62.76,75.48,83.18,1153.14,342.02,27.66,30.37,91.64,26.97,31.11,86.26,7.42,11.54,63.69,0.08,0.16,0,1.38,3.42,1.75,0.8,4.9,2.41,1.4,1.21,1.05,0.23,0.83,1.77,45.12,0.99,16.09,4.28,26.99,7.38,6.75,2.01,2.68,0.43,0,2.29,0.75,3.42,2.37,-0.07,"A",2020
"118","V. bin Ali","Sobianitedrucy","DF","Horrible Grizzlies",24,1994,11.46,0.04,1.17,0.69,53.8,1.23,0.64,-0.08,-0.07,19.94,0.03,-0.09,-0.03,0.1,0.14,0.15,-0.08,-0.07,61.94,74.86,82.88,998.94,275.18,33.73,37.63,89.66,22.53,27.01,83.11,4.61,8.1,56.41,-0.09,0.1,-0.11,1.66,2.51,0.7,0.52,2.86,1.94,0.68,0.77,0.98,0.23,0.46,1.17,46.12,0.6,11.18,3.95,34.81,3.33,5.34,2.51,2.78,0.18,0.03,2.45,0.87,2.87,1.88,0.04,"A",2020
"137","B. Longoli","Djipines","DF","Horrible Storm",30,1989,12.11,-0.04,0.33,-0.04,0.01,0.32,-0.04,0.03,NA,15.08,-0.09,0.08,0.05,-0.02,0.11,0.16,0.03,-0.07,33.83,42.41,79.98,566.71,238.14,15.94,17.24,92.83,15.63,18.49,84.3,1.6,4.94,33.92,0.02,-0.07,0.06,0.45,1.82,0.31,-0.01,3.18,1.64,0.77,1.25,0.49,-0.01,0.74,1.76,45.43,1.02,10.01,2.65,27.2,5.02,4.3,0.58,3.21,0.4,-0.07,2.76,0.97,2.58,2.7,0.01,"A",2020
"138","F. Shkreli","Dosqaly","DF","Horrible Storm",24,1994,22.61,0.08,0.31,0.19,37.43,0.28,0.16,-0.05,0.03,22.13,-0.06,0.09,-0.05,0.04,0.02,0.1,0.07,-0.1,30.21,45.13,67.09,585.1,244.68,12.24,15.11,80.54,13.34,18.17,73.34,4.4,9.78,44.44,0.1,0.06,0.01,0.56,2.97,1.1,0.58,3.41,3.67,1.69,2.15,0.9,0.35,1.57,3.26,45.98,1.78,18.28,5.06,27.57,10.04,5.87,2.46,2.96,0.48,0.03,2.29,1.26,4.9,3.82,0.04,"A",2020
"139","A. Tay","Frenchdo Stanser","DF","Horrible Storm",31,1987,11.55,0.02,0.48,0.16,19.91,0.4,0.18,0.17,0.96,11.18,0.03,-0.07,-0.02,0.11,0.04,0.12,0.1,0.09,42.17,55.06,76.47,811.65,322.95,18.35,20.29,90.91,16.39,21.03,78.31,6.79,11.94,56.52,0.1,0.22,-0.23,1.56,3.93,1.95,1.42,3.82,2.23,1.39,1.41,0.6,0.26,0.79,1.85,45.42,0.95,9.42,2.48,25.62,4.91,3.53,1.11,1.05,0.44,0,0.46,0.42,2.63,2.59,0.01,"A",2020
"140","B. Stewart","People's Land of Maneau","DF","Horrible Storm",23,1995,25.56,0.14,0.32,0.15,57.1,0.24,0.12,0.08,0.16,16.41,-0.05,-0.05,-0.05,0.03,0.08,0.14,0.12,-0.05,35.13,47.73,73.32,646,287.34,16.49,18.58,88.84,14.1,18.29,76.64,4.05,8.89,44.68,0.11,0.06,-0.1,1.02,3,1.13,0.45,4.66,2.3,1.31,1.49,0.65,0.18,0.8,2.2,35.72,1.47,14.63,4.34,29.33,7.15,5.64,1.73,2.58,0.43,-0.03,2.39,0.75,3,3.48,0.12,"A",2020
"141","H. Steiner","People's Land of Maneau","DF","Horrible Storm",21,1997,22.74,0.08,0.44,0.2,36.45,0.55,0.23,-0.01,0.3,11.73,-0.02,0.08,0.01,0,0.13,0.17,-0.06,0.03,29.68,37.57,78.99,613.44,217.18,10.03,11.12,89.92,14.33,16.92,84.62,4.92,8.73,57.36,0.08,0.11,0.12,0.31,2.02,0.26,0.06,1.9,1.22,0.79,0.84,0.27,0.05,0.21,0.62,37.48,0.39,8.59,2.73,32.54,4.74,2.94,0.88,2.42,1.1,0.06,1.43,0.62,1.76,3.61,0.14,"A",2020
"142","K. Mirkovi?","People's Land of Maneau","DF","Horrible Storm",26,1993,32.11,0,0.31,0.11,44.47,0.27,0.08,0.18,0.43,9.09,0.04,-0.09,0.08,0.07,0.02,0.16,0.08,-0.07,32.81,41.37,79.09,812.59,257.5,6.78,7.73,89.55,17,18.34,92.42,8.65,14.56,60.19,0.03,0.05,0.05,0.31,1.95,0.04,0.13,1.62,0.72,0.52,0.56,0.28,0.01,0.25,0.56,55.68,0.16,5.05,2.11,41.38,3.33,1.32,0.42,2.27,1.7,0,0.5,0.54,1.37,6.96,0.18,"A",2020
"143","Y. Aidoo","People's Land of Maneau","DF","Horrible Storm",24,1995,17.23,0.09,1.17,0.07,15.03,1.12,0.16,0.14,0.41,7.47,0.02,0.03,0.04,0.12,0.21,0.06,-0.03,-0.14,34.46,45.98,74.91,719.44,284.5,12.08,14.05,84.73,15.62,18.84,83.33,6.33,11.54,54.28,-0.08,0.02,0.06,0.05,2.35,0.01,0,2.34,1.66,1.27,1.4,0.17,0.08,0.57,1.44,47.86,0.78,10.69,4.27,40.08,6.54,3.45,0.62,2.65,1.38,-0.01,1.34,0.57,2.12,6.65,0.26,"A",2020
"144","C. Nyaketcho","Southern Ristan","DF","Horrible Storm",24,1994,16.08,0.12,0.38,-0.02,14.38,0.36,0.06,0.05,1.03,6.18,0.09,-0.09,-0.02,0.08,0.02,0.2,0.05,0.01,31.29,37.59,83.15,740.81,240.93,7.76,8.83,87.85,16.27,17.96,91.03,6.92,10.39,67.27,-0.05,0.04,0.09,0.05,2.96,0.11,0.01,2.2,0.5,0.33,0.51,0.14,-0.07,0.31,0.73,45.44,0.34,5.02,1.87,35.87,3.3,1.67,0.07,1.61,1.26,-0.07,0.48,0.68,1.26,6.82,0.18,"A",2020
"165","Z. Chipeta","Esia","DF","Mighty Jays",27,1992,13.5,-0.06,0.73,0.26,27.21,0.87,0.17,-0.1,0.01,8.67,-0.03,0.06,0.02,0.07,0.15,0.12,0.02,-0.06,49.41,59.06,83.98,1166.39,344.86,10.22,11.88,85.51,27.26,29.95,90.56,11.93,15.73,75.71,-0.03,-0.08,0.01,0.07,3.6,0.09,0.02,3.13,1.03,0.67,0.71,0.21,0.11,0.22,0.91,15.35,0.81,8.03,2.72,33.29,3.93,3.65,0.37,1.03,0.49,0.07,0.54,0.6,1.63,8.18,0.2,"A",2020
"166","D. Asaba","Greri Landmoslands","DF","Mighty Jays",27,1991,2.84,0.43,0.43,0.39,99.99,0.43,0.35,0.98,0.92,23.91,0.03,0.03,0.07,-0.08,-0.07,0,0.34,0.39,33.52,47.56,70.61,622.86,185.68,13.19,16.39,80.34,15.69,21.04,74.67,3.5,7.43,47.66,-0.04,-0.06,0.05,0.42,1.81,0.76,0.34,4.01,2.06,1.73,0.79,1.37,-0.02,0.64,1.81,40.06,1.02,19.59,5.39,27.38,8.19,9.36,2.16,3.54,0.04,-0.08,3.59,1.13,3.18,0.77,-0.03,"A",2020
"167","D. Wolf","Ingre","DF","Mighty Jays",31,1988,18.71,0.1,0.45,0.07,28.69,0.34,0.2,0.32,1.04,8.69,-0.03,-0.05,-0.08,0.13,0.05,0.16,0.1,0.1,46.49,51.72,89.72,1017.71,292.92,13.67,14.39,94.15,23.36,24.22,96.55,9.06,12.36,73.73,-0.08,-0.06,-0.03,-0.05,1.45,0.02,-0.05,1.27,1.21,0.65,0.86,0.26,0.13,0.64,1.23,44.01,0.67,9.58,2.63,28.2,6.38,2.93,0.36,2.22,1.16,0.02,1.04,0.16,1.34,5.78,-0.02,"A",2020
"168","S. Kaggwa","Lefghau","DF","Mighty Jays",32,1987,31.24,0.14,0.72,0.25,30.36,0.66,0.22,0.05,0.26,20.09,0.25,-0.05,0.02,0.04,0.14,0.02,-0.03,-0.06,47.41,54.87,86.52,1178.82,341.36,9.04,9.72,91.76,25.49,26.4,96.07,12.76,17.91,70.87,0.09,0.06,-0.08,0.05,3.24,0.26,0.01,2.4,0.96,0.64,0.7,0.38,0.05,0.29,0.92,38.43,0.47,6.1,2.02,34.69,4.59,1.32,0.16,2.07,1.31,0.09,0.79,0.71,1.65,5.78,0.08,"A",2020
"169","C. Nakitto","Nganion","DF","Mighty Jays",33,1986,3.08,0.05,0.31,0.04,-0.03,0.34,-0.05,0.01,NA,9.18,-0.04,0.09,0.04,0,-0.06,0.2,-0.12,-0.01,60.69,66.99,90.46,894.78,376.63,35.3,37.21,94.54,22.01,23.73,93.09,2.07,3.99,50.05,0.06,0.2,-0.04,0.91,2.66,0.35,0.01,2.3,1.36,1.29,0.99,0.39,0.09,0.31,1.08,33.39,0.6,11.36,3.26,29.47,6.24,4.39,0.75,1,0.31,0.03,0.76,1.32,2.75,5.58,0.08,"A",2020
"170","E. ?ta","Nganion","DF","Mighty Jays",25,1993,1.22,-0.08,0.03,-0.07,NA,0.1,0.01,NA,NA,NA,-0.08,-0.06,0,-0.06,0.1,NA,0.1,0.04,62.31,69.95,89.09,1343.13,278.42,22.3,23.05,96.78,27.78,27.62,100.09,12.39,17.76,69.67,0.06,-0.1,0.07,0.09,3.12,-0.07,0.06,3.06,2.36,0.86,1.52,0.68,-0.05,0.68,1.62,50.05,0.69,8.43,2.21,27.36,4.64,3.06,0.77,0.75,0.09,-0.02,0.81,1.61,3.76,10.8,-0.04,"A",2020
"171","Z. Semakula","Nganion","DF","Mighty Jays",24,1995,12.87,0.15,0.47,0.07,28.57,0.57,0.22,0.11,0.51,16.97,0,0.06,0.03,0.13,-0.06,0.11,0,0.07,43.24,53.1,81.39,712.2,213.59,20.55,23.11,88.83,19.2,22.61,84.68,2.79,4.51,61.31,-0.01,0.06,-0.03,0.15,2.39,0.58,0.12,2.87,1.81,1.27,0.9,0.63,0.32,0.74,2.48,28.95,1.79,14.29,3.58,25.13,5.46,6.8,1.89,2.12,0.4,-0.09,1.82,0.84,2.58,2.72,0.07,"A",2020
"172","Q. Aini","Ngoque Blicri","DF","Mighty Jays",22,1997,10.96,0.09,0.58,0.09,33.39,0.49,0.28,0.21,0.5,19.75,-0.02,0,-0.06,-0.01,0.05,0.11,0.01,0.03,37.63,49.49,76.15,729.81,233.49,15.65,17.99,87.88,16.56,20.64,79.78,4.91,8.84,56.79,0.1,0.14,-0.11,0.58,1.92,0.74,0.43,3.69,1.96,0.97,1.07,0.49,0.36,0.85,1.27,66.6,0.38,11.58,3.47,31.08,5.63,4.64,1.27,2.03,0.27,0.09,1.67,0.94,2.78,3.92,0.07,"A",2020
"173","E. Ramezani","People's Land of Maneau","DF","Mighty Jays",23,1995,6.56,-0.01,0.09,-0.04,0.02,0.2,0.08,-0.02,NA,5.84,-0.09,-0.03,0.1,0.05,0.12,0.01,-0.02,-0.04,44.88,51.96,86.44,1004.86,265.21,9.58,10.09,95.4,27.75,29.84,93.29,7.26,11.49,63.52,-0.05,0,0,-0.04,2.08,0.21,0.09,1.95,0.83,0.46,0.76,0.08,-0.05,0.25,0.45,66.62,0.24,7.29,2.14,29.8,4.87,1.5,0.72,2.94,0.93,-0.01,1.92,0.52,1.47,6.84,0.24,"A",2020
"174","V. Ram","People's Land of Maneau","DF","Mighty Jays",24,1995,12.17,0.17,0.92,0.09,16.62,1.03,0.14,-0.01,0.56,11.56,0.1,0.03,0.05,-0.04,0,0.08,0.1,0.01,57.58,70.98,81.27,1169.54,354.66,18.52,21.06,87.67,29.5,33.39,88.48,8.89,13.74,64.23,0.06,0.09,-0.02,0.39,2.94,0.37,0.22,3.79,1.96,1.57,1.15,0.64,0.16,0.73,0.93,74.92,0.15,11.74,4.12,35.75,6.24,3.34,2.08,1.74,0.53,-0.02,1.09,0.97,3.03,5.01,0.06,"A",2020
"175","Z. Nakagawa","People's Land of Maneau","DF","Mighty Jays",21,1997,15.49,-0.08,0.22,-0.03,25.03,0.25,0.02,0.05,-0.02,18.19,-0.08,0.09,0.07,-0.03,0.03,0.04,-0.04,-0.09,53.58,64.82,82.67,916.88,309.21,25.5,28.45,89.69,21.6,24.97,85.93,5.4,8.85,61.88,0.17,0.18,0.12,0.59,3.25,0.76,0.39,3.34,2.61,1.79,1.88,0.61,0.17,0.91,2.73,33.39,1.87,19.34,5.43,28.33,11.7,5.63,2.12,1.8,0.28,-0.03,1.52,1.18,3.78,2.64,0.08,"A",2020
"176","A. Akoth","Unicorporated Tiagascar","DF","Mighty Jays",26,1993,18.96,0.09,0.2,-0.09,0.09,0.18,-0.01,0.03,NA,12.42,-0.04,0.01,-0.1,0.08,0.14,0.19,-0.12,-0.07,46.04,54.58,84.4,758.07,234.25,23.05,25.31,91.1,19.93,23.6,84.58,2.63,3.97,63.29,0.09,0.02,0.01,0.5,2.77,0.85,0.2,3.4,1.92,1,1.16,0.25,0.36,0.67,1.36,47.98,0.6,12.28,3.57,29.16,6.22,4.33,1.81,1.2,0.16,0.09,0.9,0.7,2.75,2.43,0.09,"A",2020
"177","G. Dijkstra","People's Land of Maneau","DFFW","Mighty Jays",17,2001,19.56,-0.01,0.7,0.13,30.71,0.59,0.19,0.02,0.16,17.5,0.07,0.05,-0.01,0.15,0.11,0.11,-0.06,0.04,33.87,43.35,78.03,551.82,160.69,17.2,19.55,87.9,13.8,16.83,82.35,2.02,4.35,48.8,0.28,0.1,0.02,1.09,1.97,1.17,0.31,3.15,1.94,1.14,1.12,0.5,0.35,0.67,1.73,39.45,1.03,14.88,4.21,29.19,5.29,5.46,3.86,1.3,0.22,-0.03,1.01,0.55,2.5,1,0.15,"A",2020
"194","C. Carvalho","Byasier Pujan","DF","Odd Ducks",24,1995,27.82,0.1,0.82,0.29,29.16,0.83,0.18,0.05,0.25,9.66,-0.03,-0.02,0.02,0.02,0.14,0.13,-0.03,0.09,37.49,42.52,88.05,780.1,252.78,10.9,11.89,91.74,20.3,21.89,92.5,5.91,8.15,74.18,0.12,-0.04,0.06,0.19,2.3,0.39,-0.04,2.07,0.8,0.39,0.72,0.27,0.03,0.21,0.86,29.1,0.61,7.99,2.28,29.73,5.27,2.38,0.39,2.09,1.17,0.06,1.01,1.03,1.96,6.36,0.1,"A",2020
"195","N. Dekker","Djipines","DF","Odd Ducks",21,1997,10.02,0.19,0.65,0.09,16.74,0.59,0.11,0.17,1.06,8.6,0.04,0.05,-0.06,0.1,-0.01,0.2,0.1,0.01,41.02,47.88,85.68,869.3,277.76,11.33,12.62,89.87,22.8,25.19,90.63,6.55,9.12,71.01,0,-0.09,0.02,0.18,1.59,-0.06,0.05,2.21,2.24,1.36,1.4,0.87,0.03,0.85,1.49,56.25,0.61,13.2,4.75,37.09,8.15,4.15,0.76,1.94,1.19,-0.06,0.8,1.28,3.39,7.38,0.06,"A",2020
"196","V. Nalukwago","Nganion","DF","Odd Ducks",26,1993,25.93,0,0.41,0.03,27.22,0.34,0.13,-0.08,-0.02,26.76,0.13,0.07,-0.03,0.02,-0.06,-0.05,0.07,0.01,39.07,57.31,68.16,749.05,405.53,15.28,17.91,84.45,17.18,22.98,74.79,5.8,13.26,44.24,0.1,0.2,0.03,1.36,4,1.27,0.5,4.92,2.5,1.62,1.66,0.78,0.22,0.6,2.08,32,1.47,15.7,4.88,30.98,8.16,5.35,2.34,3.23,0.29,0.08,2.94,1.16,3.68,3.85,-0.06,"A",2020
"197","C. Hasanovi?","People's Land of Maneau","DF","Odd Ducks",23,1995,0.69,-0.03,-0.02,0.04,NA,0.09,-0.05,NA,NA,NA,0.03,0.04,0.07,-0.01,0.09,NA,-0.05,-0.1,28.23,36.69,77.33,548.29,240.04,13.29,18.36,72.63,11.62,11.65,100.06,3.43,3.4,99.98,-0.08,-0.08,-0.07,0.08,3.25,1.58,0.06,4.91,5.01,4.97,5.01,0.08,-0.06,-0.06,0.01,NA,0.01,18.26,4.98,27.2,8.36,8.41,1.69,-0.08,0.08,-0.08,-0.05,1.59,6.58,-0.08,0.01,"A",2020
"198","C. Perkovi?","People's Land of Maneau","DF","Odd Ducks",32,1986,1.43,-0.01,0.1,0,NA,-0.04,0.03,NA,NA,NA,0.03,0.04,-0.04,0.03,-0.06,NA,-0.09,0.01,24.93,35.05,71.32,500.05,232.95,9.26,10.04,92.95,9.32,12.97,72.21,4.34,10.1,42.89,0.1,-0.03,-0.07,1.52,2.9,0.72,0.76,1.4,0.73,0.04,0,0.69,0.01,0.63,1.35,49.98,0.64,18.67,3.51,19.12,14.32,4.26,0.1,3.63,0.74,0.02,2.92,2.94,3.57,2.81,0.76,"A",2020
"199","D. Lejeune","People's Land of Maneau","DF","Odd Ducks",34,1985,10.71,-0.02,0.37,-0.04,-0.03,0.19,0.07,0.03,NA,12.34,-0.01,-0.09,0.07,0.1,0.09,0.07,-0.01,0.05,39.44,50.49,78.16,827.84,315.97,13.09,15.21,86.12,19.74,22.67,87.33,6.33,11.82,54.36,0.04,0.11,0.04,0.32,2.45,0.49,0.43,2.58,1.64,1.09,1.3,0.28,-0.05,1.09,2.34,44.04,1.33,9.97,2.62,27.16,6.65,2.3,1.21,2.64,1.36,0.09,1.34,0.63,2.28,8.52,0.17,"A",2020
"200","D. Mwandira","People's Land of Maneau","DF","Odd Ducks",22,1996,2.76,0.04,0.37,0.07,-0.02,0.31,0.02,-0.08,NA,15.05,0,0.05,0.03,0.05,0,-0.05,0.03,-0.01,25.86,37.09,69.91,447.39,165.2,13.03,14.13,92.17,10.49,14.82,70.07,2.15,5.85,37.5,-0.07,-0.08,-0.02,-0.09,1.87,-0.08,-0.04,1.82,1.91,0.75,1.75,0.06,-0.01,0.37,1.93,19.9,1.45,11.93,1.47,12.47,6.26,4.83,0.69,0.7,-0.06,0.05,0.72,2.26,4.14,4.82,0.4,"A",2020
"201","F. Arslan","People's Land of Maneau","DF","Odd Ducks",28,1991,22.86,-0.06,0.14,0.13,25,0.12,0.01,-0.05,-0.08,17.81,-0.08,0.06,-0.04,0.02,0.03,0.22,-0.08,-0.08,37.01,46.54,79.51,601.43,222.72,19.7,21.73,90.42,14.17,16.86,83.23,2.72,5.74,46.5,0.12,0.12,0.06,0.41,2.7,0.4,0.09,3.05,2.18,1.28,1.39,0.76,0.29,0.98,2.48,43.69,1.41,17.74,4.78,27.36,8.03,6.84,3.11,2.51,0.23,0.12,2.15,1.1,3.38,2.37,-0.05,"A",2020
"202","N. Medina","People's Land of Maneau","DF","Odd Ducks",23,1996,17.19,0.03,0.19,0.17,39.95,0.37,0.08,0.03,0.07,11.46,-0.08,-0.02,-0.01,0,0.07,-0.03,-0.1,-0.06,32.62,45.36,71.71,541.51,232.7,16.04,18.74,84.81,13.12,17.15,76.36,2.64,6.39,43.13,0.05,0.18,-0.02,0.48,2.44,0.42,0.17,2.79,1.18,0.68,0.75,0.38,0.16,0.21,1.13,23.82,0.98,13.91,3.54,25.76,6.76,4.56,2.55,2.42,0.49,0.02,1.96,0.89,2.06,3.17,-0.01,"A",2020
"203","O. Estrada","People's Land of Maneau","DF","Odd Ducks",28,1991,26.9,-0.02,0.42,0.1,15.38,0.58,0.13,0.14,0.51,12.17,0.04,0.05,0.07,0.06,-0.06,0.15,0.05,0.1,36.87,45.29,81.38,841.46,278.06,7.64,8.74,86.7,21.54,24.18,89.45,7.36,11.64,63.77,0.02,-0.06,-0.03,0.03,1.84,0.17,0.04,2.07,0.79,0.51,0.48,0.18,0.03,0.41,0.82,39,0.53,6.07,2.08,33.55,4.07,1.56,0.29,1.79,1.07,0.04,0.76,0.61,1.62,8.15,0,"A",2020
"204","X. Sartori","People's Land of Maneau","DF","Odd Ducks",20,1998,7.18,-0.03,0.21,0,0.05,0.19,0.07,0.1,NA,20.08,-0.09,0.06,0.03,-0.06,0.08,0.06,-0.01,0.04,23.6,32.45,72.75,517.28,192.82,6.99,8.35,84.7,11.39,13.6,82.43,5.01,9.13,53.78,0.09,0.01,-0.06,0.34,0.73,-0.04,-0.09,0.69,1.22,0.92,0.71,0.65,0,0.68,1.26,55.59,0.49,10.39,4.17,39.71,5.4,3.9,0.91,1.55,0.9,-0.05,0.61,0.48,1.8,2.42,0.11,"A",2020
"218","N. Kaiser","People's Land of Maneau","MFDF","Odd Ducks",29,1989,7.89,0.36,1.96,0.76,37.57,2.07,0.83,0.16,0.4,20.57,0.41,0.13,0.18,0.26,0.18,0.09,0.08,0.23,28.11,39.11,71.55,458.06,172.86,14.97,18.17,81.89,9.45,12.86,73.32,2.75,6.03,45.85,-0.1,0.1,-0.1,1.42,1.74,1.47,0.12,3.94,1.18,0.83,0.25,0.16,0.81,0.51,1.11,44.47,0.65,13.57,4.21,31.73,4.02,5.21,4.25,1.07,-0.07,-0.1,1.23,0.17,1.34,0.25,-0.06,"A",2020
"221","V. Garcia","Byasier Pujan","DF","Old Mustangs",28,1991,38.01,0.16,0.8,0.4,46.71,0.89,0.37,0.21,0.28,11.33,0.02,0.1,-0.06,0.11,0.03,0.13,0.13,-0.04,73.5,81.14,90.55,1720.36,485.26,16.79,17.79,93.53,40.36,42.68,94.87,16.08,20.13,79.18,0.09,-0.06,-0.09,0.11,6.06,0.24,0.05,4.09,0.73,0.5,0.48,0.2,-0.05,0.17,0.45,39.94,0.14,3.41,1.17,34.63,2.14,0.96,0.33,0.78,0.44,0.11,0.45,0.62,1.42,6.76,0.13,"A",2020
"222","A. Sihombing","Central Namemo Laand","DF","Old Mustangs",27,1991,7.72,0.17,0.59,0.03,24.99,0.52,0.22,0.29,1.06,9.33,-0.07,0.08,-0.1,0.13,-0.04,0.01,0.07,0.07,57.32,65.85,87.25,1314.92,402.03,12.57,13.6,91.52,33.81,36.24,93.51,10.96,15.56,69.64,-0.01,-0.02,0.01,0.05,5.92,0.21,0.05,5.04,1.6,1.06,0.54,0.73,0.33,0.67,1.63,41.63,0.82,8.23,3.51,42.15,4.48,3.48,0.18,0.96,0.28,0.02,0.54,0.61,2.23,9.77,0.04,"A",2020
"223","F. Nassolo","Djipines","DF","Old Mustangs",18,2001,2.54,-0.05,2.71,0.37,14.28,2.76,0.32,-0.08,0.05,21.35,-0.03,-0.02,0.01,0.11,0.18,-0.01,-0.12,-0.16,63.44,78.89,80.42,1229.2,269.24,24.9,26.83,92.82,29.25,34.57,84.34,8.43,13.77,61.19,-0.1,0.07,-0.04,0.78,2.33,1.22,0.46,2.59,2.23,0.71,0.44,1.14,0.74,1.22,1.6,74.97,0.43,13.86,4.56,33.21,4.14,5.84,3.78,2.7,0.44,0.04,2.22,0.82,3.1,3.09,0.02,"A",2020
"224","Q. Achom","Manlisgamncent","DF","Old Mustangs",30,1989,8.56,0.08,0.59,0.2,19.91,0.57,0.1,-0.04,0.02,7.92,-0.09,0.09,-0.05,0.1,0.06,-0.02,-0.08,0.06,61.7,70.15,87.91,1394.01,408.53,16.44,17.74,92.84,32.67,34.47,94.58,12.58,17.48,71.92,0.21,0.04,0.04,0.04,4.99,0.47,0.04,3.89,1.82,1.01,1.38,0.46,0.03,0.89,1.48,53.73,0.7,9.31,2.49,27.43,6.52,2.52,0.17,1.51,0.77,-0.06,0.79,0.91,2.78,9.49,0.09,"A",2020
