Player Name,League,Squad,Country,Position,Annualized Salary
J. Ojok,C,Supreme Jaguars,Giumle Lizeibon,GK,"∂ 6,670,000"
U. Ndagire,C,Supreme Jaguars,Mico,GK,"∂ 14,710,000"
D. Taaka,C,Supreme Jaguars,Esia,MF,"∂ 29,360,000"
G. Waswa,C,Supreme Jaguars,Esia,MF,"∂ 34,600,000"
M. Kyomugisha,C,Supreme Jaguars,Esia,MF,"∂ 8,060,000"
Q. Demir,C,Supreme Jaguars,Esia,MF,"∂ 11,870,000"
L. Bitton,C,Supreme Jaguars,Loco Phirema,MF,"∂ 24,630,000"
G. António,C,Supreme Jaguars,Nganion,MF,"∂ 9,430,000"
K. Mutero,C,Supreme Jaguars,Pierrema,MF,"∂ 26,870,000"
X. Phiri,C,Supreme Jaguars,Dosqaly,MFDF,"∂ 12,850,000"
J. Muianga,C,Supreme Jaguars,Biarizea,MFFW,"∂ 27,020,000"
L. Kaur,C,Supreme Jaguars,Biarizea,MFFW,"∂ 24,690,000"
U. Kyoshabire,C,Ultimate Dolphins,Central Democracy of Boekrainego,DF,"∂ 21,070,000"
F. Baguma,C,Ultimate Dolphins,Coastpa Barleslands,DF,"∂ 6,750,000"
B. Klemen?i?,C,Ultimate Dolphins,Dosqaly,DF,"∂ 11,280,000"
B. Mangwiro,C,Ultimate Dolphins,Dosqaly,DF,"∂ 28,930,000"
L. Mitchell,C,Ultimate Dolphins,Esia,DF,"∂ 10,880,000"
T. Kowalski,C,Ultimate Dolphins,Manlisgamncent,DF,"∂ 23,900,000"
Z. Nassolo,C,Ultimate Dolphins,Rarita,DF,"∂ 15,930,000"
M. Schwartz,C,Ultimate Dolphins,Slandsganiamayotteque,DF,"∂ 9,340,000"
G. Tamm,C,Ultimate Dolphins,Dosqaly,DFMF,"∂ 13,500,000"
V. Inoue,C,Ultimate Dolphins,Giumle Lizeibon,DFMF,"∂ 21,960,000"
D. Mirembe,C,Ultimate Dolphins,Nganion,DFMF,"∂ 9,250,000"
B. Mpofu,C,Ultimate Dolphins,Byasier Pujan,FW,"∂ 30,200,000"
W. D'amico,C,Ultimate Dolphins,Dosqaly,FW,"∂ 17,940,000"
L. Mwase,C,Ultimate Dolphins,Esia,FW,"∂ 15,840,000"
S. Y?lmaz,C,Ultimate Dolphins,Nkasland Cronestan,FW,"∂ 32,710,000"
I. bin Yusof,C,Ultimate Dolphins,Central Namemo Laand,FWMF,"∂ 29,910,000"
M. Sakai,C,Ultimate Dolphins,Dosqaly,FWMF,"∂ 29,110,000"
J. Halvorsen,C,Ultimate Dolphins,Esia,FWMF,"∂ 5,560,000"
L. Tu,C,Ultimate Dolphins,Esia,FWMF,"∂ 32,950,000"
Y. Nartey,C,Ultimate Dolphins,Esia,FWMF,"∂ 34,140,000"
H. Kelmendi,C,Ultimate Dolphins,Lefghau,FWMF,"∂ 16,250,000"
B. Harahap,C,Ultimate Dolphins,Esia,GK,"∂ 24,780,000"
S. Feldman,C,Ultimate Dolphins,Esia,GK,"∂ 14,240,000"
U. Oola,C,Ultimate Dolphins,Dosqaly,MF,"∂ 31,040,000"
G. Nisha,C,Ultimate Dolphins,Esia,MF,"∂ 16,000,000"
O. Nairuba,C,Ultimate Dolphins,Esia,MF,"∂ 32,950,000"
T. Astuti,C,Ultimate Dolphins,Esia,MF,"∂ 39,650,000"
T. Mukwaya,C,Ultimate Dolphins,Greri Landmoslands,MF,"∂ 4,310,000"
I. Nalweyiso,C,Ultimate Dolphins,Nganion,MF,"∂ 24,870,000"
O. Kyomukama,C,Ultimate Longhorns,Dosqaly,DF,"∂ 15,870,000"
F. Mutandwa,C,Ultimate Longhorns,Esia,DF,"∂ 24,500,000"
R. Magaya,C,Ultimate Longhorns,Esia,DF,"∂ 24,380,000"
W. Longwe,C,Ultimate Longhorns,Giumle Lizeibon,DF,"∂ 15,810,000"
K. Marufu,C,Ultimate Longhorns,Imaar Vircoand,DF,"∂ 27,530,000"
B. Abalo,C,Ultimate Longhorns,Lefghau,DF,"∂ 10,390,000"
F. Asare,C,Ultimate Longhorns,Reugha,DF,"∂ 25,850,000"
J. Namale,C,Ultimate Longhorns,Rosvi,DF,"∂ 33,480,000"
Y. Romano,C,Ultimate Longhorns,Slandsganiamayotteque,DF,"∂ 15,440,000"
D. Amongi,C,Ultimate Longhorns,Lylimi,DFMF,"∂ 7,980,000"
J. Anguko,C,Ultimate Longhorns,Quewenia,DFMF,"∂ 29,560,000"
U. Duval,C,Ultimate Longhorns,Byasier Pujan,FW,"∂ 25,150,000"
K. Nasution,C,Ultimate Longhorns,Greri Landmoslands,FW,"∂ 33,080,000"
Q. Khumalo,C,Ultimate Longhorns,Esia,FWDF,"∂ 23,650,000"
F. Claes,C,Ultimate Longhorns,Rosvi,FWMF,"∂ 29,780,000"
I. Nassiwa,C,Ultimate Longhorns,Esia,GK,"∂ 17,890,000"
T. Obong,C,Ultimate Longhorns,Esia,GK,"∂ 11,230,000"
I. Kyalisiima,C,Ultimate Longhorns,Esia,MF,"∂ 21,970,000"
Q. Ow,C,Ultimate Longhorns,Quewenia,MF,"∂ 25,170,000"
H. Marroquín,C,Ultimate Longhorns,Giumle Lizeibon,MFDF,"∂ 28,120,000"
K. Cheung,C,Ultimate Longhorns,Biarizea,MFFW,"∂ 27,990,000"
O. Arinaitwe,C,Ultimate Longhorns,Central Republic of Boekrainego,MFFW,"∂ 25,110,000"
C. Mugabirwe,C,Ultimate Longhorns,Esia,MFFW,"∂ 33,740,000"
F. Nakimuli,C,Ultimate Longhorns,Esia,MFFW,"∂ 33,020,000"
C. Asadi,C,Ultimate Longhorns,Lylimi,MFFW,"∂ 27,240,000"
S. Sabano,C,Weak Chargers,Danan Seekeeling,DF,"∂ 4,430,000"
A. Aceng,C,Weak Chargers,Esia,DF,"∂ 15,610,000"
C. Namugga,C,Weak Chargers,Esia,DF,"∂ 20,530,000"
H. Weber,C,Weak Chargers,Esia,DF,"∂ 23,690,000"
J. Okullo,C,Weak Chargers,Esia,DF,"∂ 28,370,000"
A. Al-Ghamdi,C,Weak Chargers,Ledian,DF,"∂ 12,110,000"
L. Oroma,C,Weak Chargers,Southern Ristan,DF,"∂ 16,730,000"
T. Mlalazi,C,Weak Chargers,Byasier Pujan,DFMF,"∂ 21,360,000"
D. Nabutono,C,Weak Chargers,Esia,DFMF,"∂ 33,330,000"
H. Asaba,C,Weak Chargers,Esia,DFMF,"∂ 15,290,000"
O. Sánchez,C,Weak Chargers,Esia,DFMF,"∂ 25,500,000"
I. Ly,C,Weak Chargers,Esia,FW,"∂ 22,170,000"
K. Stern,C,Weak Chargers,Esia,FW,"∂ 8,700,000"
Q. Virtanen,C,Weak Chargers,Nkasland Cronestan,FW,"∂ 26,160,000"
H. Nagy,C,Weak Chargers,Western Niasland,FW,"∂ 23,570,000"
Z. Möller,C,Weak Chargers,Central Republic of Boekrainego,FWDF,"∂ 17,490,000"
F. Schäfer,C,Weak Chargers,Rosvi,FWDF,"∂ 34,970,000"
P. Nyondo,C,Weak Chargers,Byasier Pujan,FWMF,"∂ 18,510,000"
U. Tkachenko,C,Weak Chargers,Byasier Pujan,FWMF,"∂ 23,050,000"
Z. Mayr,C,Weak Chargers,Lefghau,FWMF,"∂ 33,660,000"
H. Driscoll,C,Weak Chargers,Southern Ristan,FWMF,"∂ 32,520,000"
E. Kaddu,C,Weak Chargers,Esia,GK,"∂ 16,980,000"
P. Wan,C,Weak Chargers,Redohrainbri,GK,"∂ 19,610,000"
L. Mponda,C,Weak Chargers,Dosqaly,MF,"∂ 24,010,000"
S. Tenywa,C,Weak Chargers,Dosqaly,MF,"∂ 26,800,000"
G. Kaya,C,Weak Chargers,Esia,MF,"∂ 12,850,000"
K. Mugabi,C,Weak Chargers,Esia,MF,"∂ 5,620,000"
L. Oláh,C,Weak Chargers,Esia,MF,"∂ 14,920,000"
V. Owusu,C,Weak Chargers,Esia,MF,"∂ 19,700,000"
L. Rahimi,C,Weak Chargers,Galamily,MF,"∂ 29,080,000"
G. O'Brien,C,Weak Chargers,Imaar Vircoand,MF,"∂ 20,060,000"
U. Colin,C,Weak Chargers,Esia,MFDF,"∂ 26,440,000"
A. Chelimo,C,White Firebirds,Dosqaly,DF,"∂ 21,760,000"
W. Aubert,C,White Firebirds,Dosqaly,DF,"∂ 23,320,000"
T. Hermawan,C,White Firebirds,Esia,DF,"∂ 22,820,000"
U. Adjei,C,White Firebirds,Esia,DF,"∂ 28,580,000"
H. Yong,C,White Firebirds,New Uwi,DF,"∂ 15,520,000"
Y. Thungu,C,White Firebirds,Rarita,DF,"∂ 26,070,000"
K. Amoit,C,White Firebirds,Esia,DFFW,"∂ 11,940,000"
R. Zamani,C,White Firebirds,Giumle Lizeibon,DFFW,"∂ 31,490,000"
E. Hor,C,White Firebirds,Nganion,DFFW,"∂ 19,890,000"
S. Jalali,C,White Firebirds,Esia,DFMF,"∂ 15,910,000"
W. Zarei,C,White Firebirds,Slandsganiamayotteque,DFMF,"∂ 15,320,000"
H. Sat?,C,White Firebirds,Byasier Pujan,FW,"∂ 29,600,000"
X. James,C,White Firebirds,Mico,FW,"∂ 35,250,000"
Q. Oren,C,White Firebirds,Redohrainbri,FW,"∂ 27,730,000"
Z. Eshun,C,White Firebirds,Dosqaly,FWMF,"∂ 27,410,000"
J. Sharon,C,White Firebirds,Landli Blicporlip,FWMF,"∂ 28,600,000"
P. Uddin,C,White Firebirds,Xikong,FWMF,"∂ 27,520,000"
E. Tushemereirwe,C,White Firebirds,New Uwi,GK,"∂ 14,770,000"
G. Aloyo,C,White Firebirds,Nganion,GK,"∂ 18,190,000"
W. Isah,C,White Firebirds,Giumle Lizeibon,MF,"∂ 36,100,000"
C. Fuentes,C,White Firebirds,Saintu,MF,"∂ 37,500,000"
I. Diallo,C,White Firebirds,Reugha,MFDF,"∂ 23,550,000"
X. Namuyanja,C,White Firebirds,Esia,MFFW,"∂ 28,510,000"
X. Natamba,C,White Firebirds,Esia,MFFW,"∂ 3,540,000"
J. Pedro,C,White Firebirds,Nganion,MFFW,"∂ 36,520,000"
E. Musisi,C,Wicked Gentlefolk,Esia,DF,"∂ 20,640,000"
M. Addai,C,Wicked Gentlefolk,Esia,DF,"∂ 23,720,000"
X. Nyaketcho,C,Wicked Gentlefolk,Esia,DF,"∂ 16,430,000"
C. Byrne,C,Wicked Gentlefolk,Ingre,DF,"∂ 15,980,000"
L. Mensah,C,Wicked Gentlefolk,Manlisgamncent,DF,"∂ 14,330,000"
W. Chue,C,Wicked Gentlefolk,Nkasland Cronestan,DF,"∂ 4,950,000"
B. Nambuya,C,Wicked Gentlefolk,Dosqaly,DFFW,"∂ 22,840,000"
H. Jaber,C,Wicked Gentlefolk,Eastern Niasland,DFFW,"∂ 9,340,000"
G. Oduro,C,Wicked Gentlefolk,Esia,DFFW,"∂ 20,770,000"
V. Roger,C,Wicked Gentlefolk,Esia,DFFW,"∂ 28,990,000"
I. Romano,C,Wicked Gentlefolk,Iverde,DFFW,"∂ 15,430,000"
D. Ortíz,C,Wicked Gentlefolk,Lenia Gerdanho,DFFW,"∂ 36,690,000"
Z. Vilanculos,C,Wicked Gentlefolk,Esia,DFMF,"∂ 22,970,000"
A. Al-Qahtani,C,Wicked Gentlefolk,Byasier Pujan,FW,"∂ 16,610,000"
A. Azmi,C,Wicked Gentlefolk,Giumle Lizeibon,FW,"∂ 28,890,000"
N. Almeida,C,Wicked Gentlefolk,Imaar Vircoand,FWDF,"∂ 24,890,000"
C. Lim,C,Wicked Gentlefolk,Biarizea,FWMF,"∂ 27,450,000"
I. Moses,C,Wicked Gentlefolk,Esia,FWMF,"∂ 27,600,000"
P. Namono,C,Wicked Gentlefolk,Esia,FWMF,"∂ 32,630,000"
X. Lopez,C,Wicked Gentlefolk,Esia,FWMF,"∂ 34,500,000"
B. Koskinen,C,Wicked Gentlefolk,Esia,GK,"∂ 16,470,000"
F. Yaakv,C,Wicked Gentlefolk,Quewenia,GK,"∂ 24,620,000"
X. Alanazi,C,Wicked Gentlefolk,Dosqaly,MF,"∂ 8,940,000"
A. Goossens,C,Wicked Gentlefolk,Esia,MF,"∂ 1,310,000"
W. Arifin,C,Wicked Gentlefolk,Esia,MF,"∂ 7,070,000"
H. Miyazaki,C,Wicked Gentlefolk,Lylimi,MF,"∂ 29,660,000"
J. Gou,C,Wicked Gentlefolk,Southern Ristan,MF,"∂ 28,820,000"
J. Hui,C,Wicked Gentlefolk,Esia,MFFW,"∂ 31,320,000"
O. K?rkli?š,C,Wicked Gentlefolk,Esia,MFFW,"∂ 24,480,000"
S. Musoki,D,Coy Catamarans,Central Diasongo,DF,"∂ 30,900,000"
D. Brunner,D,Coy Catamarans,Greri Landmoslands,DF,"∂ 30,270,000"
I. Leibowitz,D,Coy Catamarans,Imaar Vircoand,DF,"∂ 19,710,000"
K. Y?ld?z,D,Coy Catamarans,Nkasland Cronestan,DF,"∂ 36,570,000"
C. Musubika,D,Coy Catamarans,Saintu,DF,"∂ 15,420,000"
A. Nekesa,D,Coy Catamarans,Sobianitedrucy,DF,"∂ 17,480,000"
H. Arab,D,Coy Catamarans,Sobianitedrucy,DF,"∂ 22,730,000"
L. Kyambadde,D,Coy Catamarans,Sobianitedrucy,DF,"∂ 12,770,000"
O. Rácz,D,Coy Catamarans,Sobianitedrucy,DF,"∂ 16,990,000"
S. Ningsih,D,Coy Catamarans,Sobianitedrucy,DF,"∂ 15,660,000"
S. Chu,D,Coy Catamarans,Republic of Denand Landsa,FW,"∂ 28,580,000"
G. Sserugo,D,Coy Catamarans,Sobianitedrucy,FW,"∂ 22,160,000"
C. Haruna,D,Coy Catamarans,Tucamna,FW,"∂ 16,290,000"
X. Kabugho,D,Coy Catamarans,Cabral Retrea,FWMF,"∂ 13,470,000"
Z. Shaikh,D,Coy Catamarans,Dosqaly,FWMF,"∂ 27,080,000"
G. Mar,D,Coy Catamarans,Pierrema,FWMF,"∂ 25,890,000"
B. K?l?ç,D,Coy Catamarans,Sobianitedrucy,GK,"∂ 18,600,000"
F. Jansen,D,Coy Catamarans,Sobianitedrucy,GK,"∂ 20,480,000"
K. Kanyesigye,D,Coy Catamarans,Sobianitedrucy,GK,"∂ 7,020,000"
S. Umaru,D,Coy Catamarans,Khstanchi Reabra,MF,"∂ 32,300,000"
E. Kutosi,D,Coy Catamarans,Lefghau,MF,"∂ 20,860,000"
A. Nakagawa,D,Coy Catamarans,Manlisgamncent,MF,"∂ 20,000,000"
U. Ocan,D,Coy Catamarans,Rosvi,MF,"∂ 25,710,000"
C. Go,D,Coy Catamarans,Sobianitedrucy,MF,"∂ 33,970,000"
G. Sala,D,Coy Catamarans,Sobianitedrucy,MF,"∂ 21,430,000"
H. Kisembo,D,Coy Catamarans,Sobianitedrucy,MF,"∂ 16,100,000"
Y. Ugwu,D,Coy Catamarans,Sobianitedrucy,MF,"∂ 29,300,000"
A. Zulu,D,Coy Catamarans,Sobianitedrucy,MFDF,"∂ 26,790,000"
B. Teh,D,Coy Catamarans,Sobianitedrucy,MFDF,"∂ 29,140,000"
D. Andersson,D,Coy Catamarans,Lefghau,MFFW,"∂ 30,930,000"
P. Mahmoudi,D,Coy Catamarans,Northern Namemo Laand,MFFW,"∂ 12,530,000"
X. Tambala,D,Coy Sunbirds,Dosqaly,DF,"∂ 15,610,000"
F. Rácz,D,Coy Sunbirds,Greri Landmoslands,DF,"∂ 10,920,000"
P. Narvaez,D,Coy Sunbirds,Imaar Vircoand,DF,"∂ 16,980,000"
G. Miyasaki,D,Coy Sunbirds,Ingre,DF,"∂ 8,960,000"
E. Manhica,D,Coy Sunbirds,Moaithe,DF,"∂ 22,320,000"
X. Ssenyonjo,D,Coy Sunbirds,New Uwi,DF,"∂ 17,240,000"
H. Young,D,Coy Sunbirds,Sobianitedrucy,DF,"∂ 16,540,000"
I. Janssens,D,Coy Sunbirds,Sobianitedrucy,DF,"∂ 22,030,000"
J. Otoo,D,Coy Sunbirds,Sobianitedrucy,DF,"∂ 6,960,000"
O. Ahamad,D,Coy Sunbirds,Sobianitedrucy,DF,"∂ 15,720,000"
T. Okoro,D,Coy Sunbirds,Sobianitedrucy,DF,"∂ 26,580,000"
W. Ongom,D,Coy Sunbirds,Sobianitedrucy,DF,"∂ 10,320,000"
E. Wabwire,D,Coy Sunbirds,Southern Ristan,DF,"∂ 16,360,000"
Q. Chunga,D,Coy Sunbirds,Southern Ristan,DF,"∂ 11,500,000"
S. Owor,D,Coy Sunbirds,Xikong,DF,"∂ 27,580,000"
S. Barry,D,Coy Sunbirds,Zamlie Niabangthe,DF,"∂ 19,640,000"
U. Molla,D,Coy Sunbirds,Central Diasongo,FW,"∂ 21,250,000"
N. Katusabe,D,Coy Sunbirds,Mico,FW,"∂ 30,850,000"
I. Zia,D,Coy Sunbirds,Sobianitedrucy,FW,"∂ 26,110,000"
L. Muñoz,D,Coy Sunbirds,Sobianitedrucy,FW,"∂ 6,700,000"
N. Magombo,D,Coy Sunbirds,Sobianitedrucy,FW,"∂ 24,880,000"
N. Twesigye,D,Coy Sunbirds,Sobianitedrucy,FW,"∂ 30,880,000"
B. Mpofu,D,Coy Sunbirds,Byasier Pujan,FWMF,"∂ 17,890,000"
R. Lau,D,Coy Sunbirds,Cabral Retrea,FWMF,"∂ 25,530,000"
X. Tembe,D,Coy Sunbirds,Cabral Retrea,FWMF,"∂ 29,470,000"
R. Saad,D,Coy Sunbirds,Central Diasongo,FWMF,"∂ 25,740,000"
G. Lubis,D,Coy Sunbirds,Dosqaly,FWMF,"∂ 17,470,000"
D. Jafari,D,Coy Sunbirds,Imaar Vircoand,FWMF,"∂ 36,250,000"
C. Go,D,Coy Sunbirds,Sobianitedrucy,FWMF,"∂ 29,560,000"
T. Fontaine,D,Coy Sunbirds,Sobianitedrucy,FWMF,"∂ 14,940,000"
L. Foo,D,Coy Sunbirds,Sobianitedrucy,GK,"∂ 16,230,000"
X. Dahan,D,Coy Sunbirds,Sobianitedrucy,GK,"∂ 20,490,000"
I. Masson,D,Coy Sunbirds,Central Diasongo,MF,"∂ 18,470,000"
Q. Loeng,D,Coy Sunbirds,Dosqaly,MF,"∂ 12,930,000"
Y. Apolot,D,Coy Sunbirds,Janmico,MF,"∂ 12,560,000"
M. Graham,D,Coy Sunbirds,Lefghau,MF,"∂ 14,040,000"
H. Dahan,D,Coy Sunbirds,New Uwi,MF,"∂ 39,390,000"
P. Alharbi,D,Coy Sunbirds,Quewenia,MF,"∂ 21,970,000"
Z. Buyinza,D,Coy Sunbirds,Saintu,MF,"∂ 28,630,000"
S. Moradi,D,Coy Sunbirds,Sobianitedrucy,MF,"∂ 25,690,000"
K. bin Abu Bakar,D,Coy Sunbirds,Sobianitedrucy,MFDF,"∂ 31,230,000"
B. Namazzi,D,Coy Sunbirds,Ledian,MFFW,"∂ 35,970,000"
X. Boyko,D,Fighting Clippers,Coastpa Barleslands,DF,"∂ 25,550,000"
Z. Chavula,D,Fighting Clippers,Greri Landmoslands,DF,"∂ 20,690,000"
B. Colin,D,Fighting Clippers,Loco Phirema,DF,"∂ 4,890,000"
X. Williams,D,Fighting Clippers,Moaithe,DF,"∂ 23,070,000"
H. Zare,D,Fighting Clippers,Rarita,DF,"∂ 15,430,000"
I. Gashi,D,Fighting Clippers,Rosvi,DF,"∂ 25,690,000"
M. Ayebazibwe,D,Fighting Clippers,Sobianitedrucy,DF,"∂ 11,590,000"
L. Schubert,D,Fighting Clippers,Pierrema,DFFW,"∂ 24,140,000"
H. Kirabira,D,Fighting Clippers,Newgan Ruland,FW,"∂ 28,410,000"
K. Sekh,D,Fighting Clippers,Republic of Denand Landsa,FW,"∂ 32,700,000"
A. Schumacher,D,Fighting Clippers,Sobianitedrucy,FW,"∂ 18,200,000"
F. Akwero,D,Fighting Clippers,Sobianitedrucy,FW,"∂ 25,910,000"
R. Nkosi,D,Fighting Clippers,Sobianitedrucy,FW,"∂ 39,160,000"
Z. Nakayama,D,Fighting Clippers,Sobianitedrucy,FW,"∂ 31,300,000"
J. Saidu,D,Fighting Clippers,Nganion,FWMF,"∂ 28,870,000"
K. Clark,D,Fighting Clippers,Southern Ristan,FWMF,"∂ 28,530,000"
N. Busingye,D,Fighting Clippers,Sobianitedrucy,GK,"∂ 17,410,000"
R. Owere,D,Fighting Clippers,Western Niasland,GK,"∂ 14,160,000"
I. Brown,D,Fighting Clippers,Dosqaly,MF,"∂ 26,650,000"
A. Mucunguzi,D,Fighting Clippers,Esia,MF,"∂ 10,000,000"
M. Delgado,D,Fighting Clippers,Ledian,MF,"∂ 19,700,000"
C. Muhammadu,D,Fighting Clippers,Nganion,MF,"∂ 30,850,000"
Q. Liang,D,Fighting Clippers,Nkasland Cronestan,MF,"∂ 24,760,000"
E. Poto?nik,D,Fighting Clippers,Biarizea,MFFW,"∂ 19,090,000"
Z. Banda,D,Fighting Clippers,Eastern Niasland,MFFW,"∂ 31,770,000"
W. Joao,D,Fighting Wave,Byasier Pujan,DF,"∂ 24,660,000"
N. Cudjoe,D,Fighting Wave,Cabral Retrea,DF,"∂ 6,110,000"
L. Achen,D,Fighting Wave,Lefghau,DF,"∂ 18,600,000"
Z. Krajnc,D,Fighting Wave,Lefghau,DF,"∂ 15,340,000"
L. Yulianti,D,Fighting Wave,Sobianitedrucy,DF,"∂ 12,860,000"
O. Gamal,D,Fighting Wave,Sobianitedrucy,DF,"∂ 19,030,000"
R. Bogere,D,Fighting Wave,Sobianitedrucy,DF,"∂ 17,730,000"
S. Nayiga,D,Fighting Wave,Sobianitedrucy,DF,"∂ 17,190,000"
A. Ansah,D,Fighting Wave,Varijitri Isles,DF,"∂ 25,520,000"
Y. Smit,D,Fighting Wave,Sobianitedrucy,DFMF,"∂ 30,780,000"
V. Rocha,D,Fighting Wave,Western Niasland,DFMF,"∂ 16,460,000"
L. De Wit,D,Fighting Wave,Greri Landmoslands,FW,"∂ 30,540,000"
G. González,D,Fighting Wave,Imaar Vircoand,FW,"∂ 39,770,000"
G. Owusu,D,Fighting Wave,Nganion,FW,"∂ 28,680,000"
E. Kiyingi,D,Fighting Wave,Sobianitedrucy,FWMF,"∂ 34,180,000"
J. Vásquez,D,Fighting Wave,Nkasland Cronestan,GK,"∂ 17,430,000"
A. Amongin,D,Fighting Wave,Sobianitedrucy,GK,"∂ 8,340,000"
N. Tkachuk,D,Fighting Wave,Sobianitedrucy,GK,"∂ 15,100,000"
K. Mohammadzadeh,D,Fighting Wave,Djipines,MF,"∂ 26,680,000"
O. Maulana,D,Fighting Wave,Dosqaly,MF,"∂ 16,510,000"
N. Garza,D,Fighting Wave,Greri Landmoslands,MF,"∂ 8,240,000"
A. Kalule,D,Fighting Wave,Janmico,MF,"∂ 22,920,000"
M. Opoku,D,Fighting Wave,Lefghau,MF,"∂ 33,150,000"
F. O'Reilly,D,Fighting Wave,Moaithe,MF,"∂ 12,420,000"
K. Ntege,D,Fighting Wave,Slandsganiamayotteque,MF,"∂ 29,270,000"
P. Bonnet,D,Fighting Wave,Sobianitedrucy,MF,"∂ 3,620,000"
P. Mlotshwa,D,Fighting Wave,Sobianitedrucy,MFDF,"∂ 30,950,000"
W. Katamba,D,Fighting Wave,Sobianitedrucy,MFDF,"∂ 9,920,000"
H. Kelmendi,D,Fighting Wave,Lefghau,MFFW,"∂ 18,760,000"
U. Taaka,D,Fighting Wave,Xikong,MFFW,"∂ 28,800,000"
E. Mugoya,D,Flying Bombadiers,Byasier Pujan,DF,"∂ 21,430,000"
H. Bhebhe,D,Flying Bombadiers,Byasier Pujan,DF,"∂ 16,430,000"
W. Namukose,D,Flying Bombadiers,Coastpa Barleslands,DF,"∂ 9,250,000"
G. Matsika,D,Flying Bombadiers,Deshslands Landdenhai,DF,"∂ 9,870,000"
W. Aciro,D,Flying Bombadiers,Dosqaly,DF,"∂ 19,820,000"
G. Ribeiro,D,Flying Bombadiers,Imaar Vircoand,DF,"∂ 34,770,000"
N. Mushabe,D,Flying Bombadiers,Lefghau,DF,"∂ 22,510,000"
B. Angella,D,Flying Bombadiers,Lylimi,DF,"∂ 20,470,000"
M. Wu,D,Flying Bombadiers,Ngoque Blicri,DF,"∂ 16,100,000"
E. Bošnjak,D,Flying Bombadiers,Northslands,DF,"∂ 28,100,000"
G. Neumbe,D,Flying Bombadiers,Sobianitedrucy,DF,"∂ 31,830,000"
K. Nanyondo,D,Flying Bombadiers,Sobianitedrucy,DF,"∂ 27,780,000"
K. Othman,D,Flying Bombadiers,Sobianitedrucy,DF,"∂ 13,400,000"
M. Namusisi,D,Flying Bombadiers,Sobianitedrucy,DF,"∂ 8,560,000"
R. Arineitwe,D,Flying Bombadiers,Sobianitedrucy,DF,"∂ 5,220,000"
U. Lomongin,D,Flying Bombadiers,Northern Namemo Laand,DFMF,"∂ 20,560,000"
G. Abdi,D,Flying Bombadiers,Danan Seekeeling,FW,"∂ 37,470,000"
E. Munetsi,D,Flying Bombadiers,Imaar Vircoand,FW,"∂ 33,540,000"
B. Bernardi,D,Flying Bombadiers,Sobianitedrucy,FW,"∂ 7,410,000"
O. Acayo,D,Flying Bombadiers,Sobianitedrucy,FW,"∂ 13,500,000"
O. Mor,D,Flying Bombadiers,Sobianitedrucy,FW,"∂ 10,680,000"
M. Ogbonna,D,Flying Bombadiers,Mico,FWDF,"∂ 24,350,000"
K. Amoding,D,Flying Bombadiers,Northslands,FWMF,"∂ 36,770,000"
C. Majoni,D,Flying Bombadiers,Sobianitedrucy,FWMF,"∂ 35,250,000"
N. Cheng,D,Flying Bombadiers,Sobianitedrucy,FWMF,"∂ 37,760,000"
O. Night,D,Flying Bombadiers,Sobianitedrucy,FWMF,"∂ 29,440,000"
V. Razak,D,Flying Bombadiers,Lefghau,GK,"∂ 9,030,000"
U. Mvula,D,Flying Bombadiers,Nkasland Cronestan,GK,"∂ 11,410,000"
D. Chiba,D,Flying Bombadiers,Sobianitedrucy,GK,"∂ 17,950,000"
S. Kor,D,Flying Bombadiers,Byasier Pujan,MF,"∂ 21,330,000"
Z. Angom,D,Flying Bombadiers,Cuandbo,MF,"∂ 12,890,000"
O. Bin Abdul Rahman,D,Flying Bombadiers,Imaar Vircoand,MF,"∂ 30,630,000"
Y. Lawan,D,Flying Bombadiers,Nkasland Cronestan,MF,"∂ 11,090,000"
H. Pichler,D,Flying Bombadiers,Sobianitedrucy,MF,"∂ 22,570,000"
I. Mushonga,D,Flying Bombadiers,Sobianitedrucy,MF,"∂ 32,690,000"
X. Zalwango,D,Flying Bombadiers,Sobianitedrucy,MF,"∂ 24,980,000"
X. Aliru,D,Flying Bombadiers,Xikong,MF,"∂ 15,660,000"
A. Marchenko,D,Hideous Spartans,Ingre,DF,"∂ 20,140,000"
A. Radu,D,Hideous Spartans,Janmico,DF,"∂ 23,940,000"
W. Hamad,D,Hideous Spartans,Kesternsri,DF,"∂ 6,840,000"
D. Kos,D,Hideous Spartans,Nkasland Cronestan,DF,"∂ 27,220,000"
E. Ghosh,D,Hideous Spartans,Sobianitedrucy,DF,"∂ 14,980,000"
E. Németh,D,Hideous Spartans,Sobianitedrucy,DF,"∂ 10,410,000"
H. Kabugho,D,Hideous Spartans,Sobianitedrucy,DF,"∂ 23,520,000"
Q. Krasniqi,D,Hideous Spartans,Sobianitedrucy,DF,"∂ 16,910,000"
R. Arineitwe,D,Hideous Spartans,Sobianitedrucy,DF,"∂ 1,820,000"
T. Moretti,D,Hideous Spartans,Sobianitedrucy,DF,"∂ 18,510,000"
Y. Oppong,D,Hideous Spartans,Sobianitedrucy,DF,"∂ 28,190,000"
M. Atuhaire,D,Hideous Spartans,Nancipenuaroe,DFMF,"∂ 9,520,000"
K. Nanyondo,D,Hideous Spartans,Sobianitedrucy,DFMF,"∂ 35,460,000"
